feature,count
linguaalveolar,2389
linguapalatal,478
fricative,1444
nonsonorant,2982
glide,236
affricate,70
voiceless,1677
liquid,653
nasal,873
labiodental,311
bilabial,707
stop,1468
linguavelar,342
coronal,2561
glottal,204
sonorant,1762
nonsibilant,4128
voiced,3067
sibilant,616
noncoronal,2183
linguadental,313
