feature,count
linguaalveolar,283
linguapalatal,44
fricative,169
nonsonorant,338
glide,22
affricate,11
voiceless,190
liquid,75
nasal,88
labiodental,35
bilabial,70
stop,158
linguavelar,36
coronal,283
glottal,27
sonorant,185
nonsibilant,444
voiced,333
sibilant,79
noncoronal,240
linguadental,28
