feature,count
linguaalveolar,141
linguapalatal,37
fricative,133
nonsonorant,217
glide,21
affricate,7
voiceless,129
liquid,41
nasal,53
labiodental,21
bilabial,57
stop,77
linguavelar,22
coronal,174
glottal,22
sonorant,115
nonsibilant,274
voiced,203
sibilant,58
noncoronal,158
linguadental,32
