feature,count
linguaalveolar,34
linguapalatal,10
fricative,16
nonsonorant,30
glide,6
affricate,2
voiceless,13
liquid,13
nasal,16
labiodental,2
bilabial,10
stop,12
linguavelar,4
coronal,37
glottal,0
sonorant,35
nonsibilant,56
voiced,52
sibilant,9
noncoronal,28
linguadental,5
