feature,count
linguaalveolar,184
linguapalatal,34
fricative,100
nonsonorant,219
glide,15
affricate,10
voiceless,124
liquid,44
nasal,70
labiodental,22
bilabial,51
stop,109
linguavelar,15
coronal,184
glottal,20
sonorant,129
nonsibilant,312
voiced,224
sibilant,36
noncoronal,164
linguadental,22
