feature,count
linguaalveolar,63
linguapalatal,19
fricative,43
nonsonorant,78
glide,18
affricate,1
voiceless,36
liquid,18
nasal,28
labiodental,11
bilabial,21
stop,34
linguavelar,8
coronal,62
glottal,9
sonorant,64
nonsibilant,130
voiced,106
sibilant,12
noncoronal,80
linguadental,11
