feature,count
linguaalveolar,197
linguapalatal,34
fricative,125
nonsonorant,242
glide,20
affricate,4
voiceless,131
liquid,48
nasal,59
labiodental,24
bilabial,48
stop,113
linguavelar,17
coronal,223
glottal,10
sonorant,127
nonsibilant,317
voiced,238
sibilant,52
noncoronal,146
linguadental,39
