feature,count
linguaalveolar,60
linguapalatal,11
fricative,33
nonsonorant,65
glide,7
affricate,1
voiceless,39
liquid,11
nasal,26
labiodental,6
bilabial,14
stop,31
linguavelar,5
coronal,58
glottal,5
sonorant,44
nonsibilant,95
voiced,70
sibilant,14
noncoronal,51
linguadental,8
