feature,count
linguaalveolar,99
linguapalatal,13
fricative,66
nonsonorant,119
glide,7
affricate,4
voiceless,63
liquid,22
nasal,30
labiodental,9
bilabial,27
stop,49
linguavelar,10
coronal,101
glottal,8
sonorant,59
nonsibilant,141
voiced,115
sibilant,37
noncoronal,77
linguadental,12
