feature,count
linguaalveolar,28
linguapalatal,4
fricative,16
nonsonorant,31
glide,4
affricate,0
voiceless,24
liquid,6
nasal,6
labiodental,0
bilabial,7
stop,15
linguavelar,3
coronal,29
glottal,4
sonorant,16
nonsibilant,36
voiced,23
sibilant,11
noncoronal,18
linguadental,1
