feature,count
linguaalveolar,128
linguapalatal,28
fricative,84
nonsonorant,172
glide,14
affricate,4
voiceless,96
liquid,40
nasal,43
labiodental,15
bilabial,42
stop,84
linguavelar,19
coronal,155
glottal,15
sonorant,97
nonsibilant,237
voiced,173
sibilant,32
noncoronal,114
linguadental,22
