feature,count
linguaalveolar,490
linguapalatal,101
fricative,301
nonsonorant,600
glide,55
affricate,21
voiceless,339
liquid,163
nasal,183
labiodental,80
bilabial,176
stop,278
linguavelar,54
coronal,540
glottal,34
sonorant,401
nonsibilant,880
voiced,662
sibilant,121
noncoronal,461
linguadental,66
