feature,count
linguaalveolar,31
linguapalatal,5
fricative,22
nonsonorant,39
glide,1
affricate,1
voiceless,25
liquid,8
nasal,14
labiodental,4
bilabial,6
stop,16
linguavelar,6
coronal,29
glottal,8
sonorant,23
nonsibilant,54
voiced,37
sibilant,8
noncoronal,33
linguadental,2
