feature,count
linguaalveolar,3
linguapalatal,3
fricative,6
nonsonorant,6
glide,0
affricate,0
voiceless,6
liquid,4
nasal,0
labiodental,1
bilabial,0
stop,0
linguavelar,0
coronal,6
glottal,3
sonorant,4
nonsibilant,8
voiced,4
sibilant,2
noncoronal,4
linguadental,0
