feature,count
linguaalveolar,13
linguapalatal,6
fricative,9
nonsonorant,19
glide,2
affricate,1
voiceless,11
liquid,7
nasal,1
labiodental,2
bilabial,3
stop,9
linguavelar,2
coronal,18
glottal,1
sonorant,10
nonsibilant,25
voiced,18
sibilant,4
noncoronal,11
linguadental,2
