feature,count
linguaalveolar,5511
linguapalatal,1168
fricative,3364
nonsonorant,6857
glide,665
affricate,175
voiceless,4016
liquid,1573
nasal,1951
labiodental,665
bilabial,1803
stop,3318
linguavelar,761
coronal,6016
glottal,414
sonorant,4189
nonsibilant,9485
voiced,7030
sibilant,1561
noncoronal,5030
linguadental,724
