feature,count
linguaalveolar,134
linguapalatal,22
fricative,72
nonsonorant,155
glide,21
affricate,5
voiceless,74
liquid,27
nasal,49
labiodental,12
bilabial,39
stop,78
linguavelar,17
coronal,139
glottal,9
sonorant,97
nonsibilant,220
voiced,178
sibilant,32
noncoronal,113
linguadental,19
