feature,count
linguaalveolar,1279
linguapalatal,315
fricative,841
nonsonorant,1620
glide,159
affricate,33
voiceless,964
liquid,367
nasal,516
labiodental,187
bilabial,438
stop,746
linguavelar,167
coronal,1418
glottal,96
sonorant,1042
nonsibilant,2284
voiced,1698
sibilant,378
noncoronal,1244
linguadental,180
