feature,count
linguaalveolar,458
linguapalatal,80
fricative,249
nonsonorant,546
glide,26
affricate,8
voiceless,319
liquid,143
nasal,154
labiodental,37
bilabial,128
stop,289
linguavelar,58
coronal,483
glottal,44
sonorant,323
nonsibilant,765
voiced,550
sibilant,104
noncoronal,386
linguadental,64
