feature,count
linguaalveolar,350
linguapalatal,75
fricative,234
nonsonorant,427
glide,54
affricate,10
voiceless,236
liquid,99
nasal,113
labiodental,40
bilabial,117
stop,183
linguavelar,29
coronal,368
glottal,42
sonorant,266
nonsibilant,581
voiced,457
sibilant,112
noncoronal,325
linguadental,40
