feature,count
linguaalveolar,364
linguapalatal,81
fricative,252
nonsonorant,491
glide,42
affricate,12
voiceless,281
liquid,113
nasal,112
labiodental,57
bilabial,103
stop,227
linguavelar,58
coronal,432
glottal,17
sonorant,267
nonsibilant,658
voiced,477
sibilant,100
noncoronal,326
linguadental,78
