feature,count
linguaalveolar,46
linguapalatal,6
fricative,27
nonsonorant,53
glide,4
affricate,0
voiceless,24
liquid,14
nasal,14
labiodental,6
bilabial,13
stop,26
linguavelar,8
coronal,51
glottal,0
sonorant,32
nonsibilant,70
voiced,61
sibilant,15
noncoronal,34
linguadental,6
