feature,count
linguaalveolar,1553
linguapalatal,346
fricative,859
nonsonorant,1787
glide,185
affricate,36
voiceless,1058
liquid,434
nasal,552
labiodental,182
bilabial,464
stop,892
linguavelar,161
coronal,1609
glottal,121
sonorant,1171
nonsibilant,2533
voiced,1900
sibilant,425
noncoronal,1349
linguadental,131
