feature,count
linguaalveolar,81
linguapalatal,15
fricative,41
nonsonorant,95
glide,10
affricate,3
voiceless,55
liquid,18
nasal,23
labiodental,7
bilabial,24
stop,51
linguavelar,8
coronal,82
glottal,2
sonorant,51
nonsibilant,123
voiced,91
sibilant,23
noncoronal,64
linguadental,9
