feature,count
linguaalveolar,264
linguapalatal,67
fricative,185
nonsonorant,360
glide,38
affricate,8
voiceless,189
liquid,96
nasal,101
labiodental,53
bilabial,80
stop,167
linguavelar,58
coronal,310
glottal,30
sonorant,235
nonsibilant,536
voiced,406
sibilant,59
noncoronal,285
linguadental,43
