filename,fricative,affricate,glide,nasal,liquid,stop,glottal,linguaalveolar,linguapalatal,labiodental,bilabial,linguavelar,linguadental,voiced,voiceless,sibilant,nonsibilant,sonorant,nonsonorant,coronal,noncoronal,monophthong,diphthong,central,front,back,tense,lax,rounded,unrounded,AA,AE,AH,AO,AW,AY,B,CH,D,DH,EH,ER,EY,F,G,HH,IH,IY,JH,K,L,M,N,NG,OW,OY,P,R,S,SH,T,TH,UH,UW,V,W,Y,Z,ZH
1H4_Archbishop,0.30196078431372547,0.00980392156862745,0.050980392156862744,0.19411764705882353,0.14313725490196078,0.3,0.03333333333333333,0.49607843137254903,0.11176470588235295,0.058823529411764705,0.1588235294117647,0.06666666666666667,0.07450980392156863,0.6431372549019608,0.3568627450980392,0.13529411764705881,0.8647058823529412,0.38823529411764707,0.611764705882353,0.5568627450980392,0.44313725490196076,0.8495297805642633,0.15047021943573669,0.3510971786833856,0.322884012539185,0.1755485893416928,0.1974921630094044,0.6520376175548589,0.21316614420062696,0.6363636363636364,0.013268998793727383,0.014475271411338963,0.10735826296743065,0.022919179734620022,0.008443908323281062,0.022919179734620022,0.012062726176115802,0.0036188178528347406,0.05186972255729795,0.04101326899879373,0.03739445114595899,0.027744270205066344,0.015681544028950542,0.021712907117008445,0.008443908323281062,0.020506634499396863,0.05186972255729795,0.020506634499396863,0.0024125452352231603,0.026537997587454766,0.031363088057901084,0.04221954161640531,0.07117008443908324,0.006031363088057901,0.010856453558504222,0.0,0.018094089264173704,0.05669481302774427,0.05066344993968637,0.006031363088057901,0.06755126658624849,0.0048250904704463205,0.0036188178528347406,0.027744270205066344,0.014475271411338963,0.025331724969843185,0.006031363088057901,0.026537997587454766,0.0
1H4_Bardolph,0.2734584450402145,0.01876675603217158,0.08847184986595175,0.19839142091152814,0.14745308310991956,0.2734584450402145,0.010723860589812333,0.5335120643431636,0.13404825737265416,0.05630026809651475,0.16890080428954424,0.045576407506702415,0.05093833780160858,0.6836461126005362,0.3163538873994638,0.1554959785522788,0.8445040214477212,0.4343163538873995,0.5656836461126006,0.5522788203753352,0.4477211796246649,0.8143459915611815,0.18565400843881857,0.25738396624472576,0.31645569620253167,0.24050632911392406,0.2109704641350211,0.6033755274261603,0.2109704641350211,0.6033755274261603,0.029508196721311476,0.019672131147540985,0.08196721311475409,0.02622950819672131,0.00819672131147541,0.03278688524590164,0.01639344262295082,0.001639344262295082,0.054098360655737705,0.027868852459016394,0.03278688524590164,0.018032786885245903,0.018032786885245903,0.021311475409836064,0.004918032786885246,0.006557377049180328,0.04262295081967213,0.027868852459016394,0.009836065573770493,0.018032786885245903,0.03934426229508197,0.04426229508196721,0.07213114754098361,0.004918032786885246,0.013114754098360656,0.0,0.011475409836065573,0.05081967213114754,0.060655737704918035,0.00819672131147541,0.06229508196721312,0.003278688524590164,0.001639344262295082,0.036065573770491806,0.013114754098360656,0.03114754098360656,0.022950819672131147,0.02622950819672131,0.0
1H4_Bedford,0.30158730158730157,0.015873015873015872,0.07142857142857142,0.1349206349206349,0.15079365079365079,0.3253968253968254,0.03968253968253968,0.5158730158730159,0.09523809523809523,0.05555555555555555,0.14285714285714285,0.0873015873015873,0.06349206349206349,0.6349206349206349,0.36507936507936506,0.14285714285714285,0.8571428571428571,0.35714285714285715,0.6428571428571429,0.6031746031746031,0.3968253968253968,0.810126582278481,0.189873417721519,0.189873417721519,0.4177215189873418,0.20253164556962025,0.25316455696202533,0.5569620253164557,0.189873417721519,0.620253164556962,0.024390243902439025,0.02926829268292683,0.05365853658536585,0.02926829268292683,0.004878048780487805,0.03902439024390244,0.014634146341463415,0.004878048780487805,0.06341463414634146,0.03414634146341464,0.024390243902439025,0.01951219512195122,0.02926829268292683,0.01951219512195122,0.014634146341463415,0.024390243902439025,0.05365853658536585,0.05365853658536585,0.004878048780487805,0.02926829268292683,0.04878048780487805,0.03902439024390244,0.03414634146341464,0.00975609756097561,0.0,0.0,0.0,0.04390243902439024,0.05853658536585366,0.004878048780487805,0.07804878048780488,0.004878048780487805,0.0,0.024390243902439025,0.014634146341463415,0.03414634146341464,0.00975609756097561,0.024390243902439025,0.0
1H4_Blunt,0.30272108843537415,0.025510204081632654,0.04931972789115646,0.16666666666666666,0.1377551020408163,0.31802721088435376,0.034013605442176874,0.5306122448979592,0.11224489795918367,0.05612244897959184,0.12755102040816327,0.06802721088435375,0.07142857142857142,0.6258503401360545,0.3741496598639456,0.141156462585034,0.858843537414966,0.35374149659863946,0.6462585034013606,0.5799319727891157,0.4200680272108844,0.8641304347826086,0.1358695652173913,0.29891304347826086,0.38315217391304346,0.18206521739130435,0.20380434782608695,0.6603260869565217,0.18478260869565216,0.6793478260869565,0.02092050209205021,0.03138075313807531,0.09309623430962342,0.0198744769874477,0.008368200836820083,0.01882845188284519,0.015690376569037656,0.010460251046025104,0.06171548117154812,0.03765690376569038,0.034518828451882845,0.021966527196652718,0.016736401673640166,0.01778242677824268,0.011506276150627616,0.02092050209205021,0.049163179916317995,0.032426778242677826,0.005230125523012552,0.0198744769874477,0.03765690376569038,0.028242677824267783,0.06380753138075314,0.010460251046025104,0.007322175732217573,0.0010460251046025104,0.01778242677824268,0.04707112970711297,0.0596234309623431,0.008368200836820083,0.06903765690376569,0.006276150627615063,0.005230125523012552,0.02405857740585774,0.016736401673640166,0.016736401673640166,0.013598326359832637,0.01882845188284519,0.0
1H4_Chamberlain,0.28,0.007272727272727273,0.06181818181818182,0.1890909090909091,0.16727272727272727,0.29454545454545455,0.05090909090909091,0.48,0.10181818181818182,0.06909090909090909,0.13818181818181818,0.07636363636363637,0.08363636363636363,0.6581818181818182,0.3418181818181818,0.07636363636363637,0.9236363636363636,0.41818181818181815,0.5818181818181818,0.5381818181818182,0.4618181818181818,0.8045977011494253,0.19540229885057472,0.26436781609195403,0.3563218390804598,0.1839080459770115,0.16091954022988506,0.6436781609195402,0.1839080459770115,0.6206896551724138,0.017817371937639197,0.044543429844097995,0.08463251670378619,0.028953229398663696,0.0066815144766146995,0.026726057906458798,0.015590200445434299,0.0022271714922048997,0.044543429844097995,0.035634743875278395,0.0200445434298441,0.017817371937639197,0.022271714922048998,0.024498886414253896,0.008908685968819599,0.031180400890868598,0.04899777282850779,0.024498886414253896,0.0022271714922048997,0.026726057906458798,0.051224944320712694,0.028953229398663696,0.0757238307349666,0.011135857461024499,0.0200445434298441,0.0,0.011135857461024499,0.051224944320712694,0.022271714922048998,0.0022271714922048997,0.07349665924276169,0.015590200445434299,0.004454342984409799,0.0200445434298441,0.017817371937639197,0.028953229398663696,0.008908685968819599,0.022271714922048998,0.0
1H4_DRAWERS.Francis,0.22018348623853212,0.009174311926605505,0.045871559633027525,0.1834862385321101,0.22018348623853212,0.3211009174311927,0.027522935779816515,0.6055045871559633,0.11926605504587157,0.03669724770642202,0.14678899082568808,0.045871559633027525,0.01834862385321101,0.6880733944954128,0.3119266055045872,0.13761467889908258,0.8623853211009175,0.44954128440366975,0.5504587155963303,0.6146788990825688,0.3853211009174312,0.7746478873239436,0.22535211267605634,0.22535211267605634,0.28169014084507044,0.2676056338028169,0.23943661971830985,0.5352112676056338,0.323943661971831,0.4507042253521127,0.011111111111111112,0.027777777777777776,0.05555555555555555,0.044444444444444446,0.011111111111111112,0.05555555555555555,0.027777777777777776,0.005555555555555556,0.07777777777777778,0.011111111111111112,0.011111111111111112,0.03333333333333333,0.005555555555555556,0.016666666666666666,0.005555555555555556,0.016666666666666666,0.044444444444444446,0.027777777777777776,0.0,0.016666666666666666,0.07777777777777778,0.03888888888888889,0.06666666666666667,0.005555555555555556,0.016666666666666666,0.0,0.005555555555555556,0.05555555555555555,0.06111111111111111,0.005555555555555556,0.06111111111111111,0.0,0.016666666666666666,0.03333333333333333,0.005555555555555556,0.016666666666666666,0.011111111111111112,0.016666666666666666,0.0
1H4_Douglas,0.3051643192488263,0.009389671361502348,0.053208137715179966,0.1784037558685446,0.15336463223787167,0.3004694835680751,0.03599374021909233,0.47417840375586856,0.10485133020344288,0.0594679186228482,0.13928012519561817,0.08450704225352113,0.10172143974960876,0.672926447574335,0.3270735524256651,0.107981220657277,0.892018779342723,0.38497652582159625,0.6150234741784038,0.5774647887323944,0.4225352112676056,0.7955112219451371,0.20448877805486285,0.26683291770573564,0.38902743142144636,0.1396508728179551,0.14713216957605985,0.6483790523690773,0.12718204488778054,0.6683291770573566,0.022115384615384617,0.026923076923076925,0.08557692307692308,0.019230769230769232,0.01730769230769231,0.03173076923076923,0.019230769230769232,0.0028846153846153848,0.04807692307692308,0.052884615384615384,0.026923076923076925,0.01730769230769231,0.010576923076923078,0.016346153846153847,0.007692307692307693,0.022115384615384617,0.0673076923076923,0.028846153846153848,0.0028846153846153848,0.02980769230769231,0.04230769230769231,0.03076923076923077,0.06442307692307692,0.014423076923076924,0.019230769230769232,0.0,0.010576923076923078,0.051923076923076926,0.03653846153846154,0.0038461538461538464,0.06923076923076923,0.009615384615384616,0.0019230769230769232,0.010576923076923078,0.020192307692307693,0.025,0.007692307692307693,0.025,0.0009615384615384616
1H4_Falstaff,0.29441411171776566,0.011969760604787905,0.050923981520369595,0.19067618647627047,0.14468710625787484,0.30732885342293154,0.0373792524149517,0.4887652246955061,0.09859302813943721,0.0744435111297774,0.15413691726165477,0.07318353632927342,0.0734985300293994,0.6598068038639228,0.3401931961360773,0.10909281814363712,0.8909071818563629,0.3862872742545149,0.6137127257454851,0.5304493910121798,0.46955060898782025,0.7998402555910543,0.20015974440894568,0.2605431309904153,0.3717252396166134,0.16757188498402556,0.18194888178913737,0.6178913738019169,0.1643769968051118,0.6354632587859425,0.020907247845919918,0.038139888494678156,0.08369234668018247,0.019450076026355803,0.013494678155093765,0.03452863659401926,0.02008362899138368,0.004244804865686771,0.045995945261023824,0.03750633552965028,0.026926001013684742,0.019640141915864166,0.016155600608210845,0.022997972630511912,0.011467308667004562,0.0225544855549924,0.04922706538266599,0.03313482007095793,0.002977698935631019,0.024011657374556513,0.042384693360364926,0.034655347187024836,0.0717181956411556,0.008679675620881906,0.014318297009630006,0.0008869741510390269,0.015965534718702483,0.04491890522047643,0.034718702483527625,0.006018753167764825,0.06791687785098834,0.006842372022301064,0.006715661429295489,0.019386720729853014,0.021920932589964522,0.022301064368981247,0.008426254434870755,0.02496198682209833,0.00012671059300557527
1H4_Gadshill,0.29983525535420097,0.016474464579901153,0.044481054365733116,0.214168039538715,0.13509060955518945,0.2899505766062603,0.03459637561779242,0.4744645799011532,0.10049423393739704,0.05601317957166392,0.14497528830313014,0.10378912685337727,0.085667215815486,0.6441515650741351,0.35584843492586493,0.12355848434925865,0.8764415156507414,0.39373970345963755,0.6062602965403624,0.528830313014827,0.471169686985173,0.8025641025641026,0.19743589743589743,0.2846153846153846,0.36666666666666664,0.15128205128205127,0.2128205128205128,0.5897435897435898,0.18461538461538463,0.617948717948718,0.015045135406218655,0.041123370110330994,0.08324974924774323,0.0160481444332999,0.012036108324974924,0.01905717151454363,0.014042126379137413,0.007021063189568706,0.03610832497492478,0.04914744232698094,0.024072216649949848,0.028084252758274825,0.028084252758274825,0.01805416248746239,0.010030090270812437,0.02106318956870612,0.04714142427281846,0.031093279839518557,0.003009027081243731,0.03911735205616851,0.03610832497492478,0.03911735205616851,0.07723169508525576,0.014042126379137413,0.017051153460381142,0.0010030090270812437,0.015045135406218655,0.04613841524573721,0.04312938816449348,0.00802407221664995,0.062186559679037114,0.003009027081243731,0.004012036108324975,0.024072216649949848,0.0160481444332999,0.020060180541624874,0.007021063189568706,0.024072216649949848,0.0
1H4_Glendower,0.29213483146067415,0.011235955056179775,0.06568712186689715,0.1979256698357822,0.14693171996542784,0.28608470181503887,0.03543647363872083,0.4848746758859118,0.13050993949870354,0.06050129645635264,0.1529818496110631,0.07519446845289542,0.06050129645635264,0.6681071737251513,0.33189282627484873,0.13569576490924806,0.8643042350907519,0.4105445116681072,0.5894554883318929,0.5367329299913569,0.46326707000864303,0.8396094839609484,0.1603905160390516,0.29707112970711297,0.36541143654114366,0.17712691771269176,0.2203626220362622,0.6192468619246861,0.1896792189679219,0.6499302649930265,0.01814300960512273,0.0288153681963714,0.09071504802561366,0.023479188900747065,0.006937033084311633,0.02774813233724653,0.014941302027748132,0.0048025613660619,0.04909284951974386,0.030416221985058698,0.02454642475987193,0.02294557097118463,0.017609391675560297,0.015474919957310566,0.009071504802561366,0.021878335112059766,0.047491995731056565,0.03895410885805763,0.0021344717182497333,0.025613660618996798,0.0432230522945571,0.03628601921024546,0.07417289220917823,0.011739594450373533,0.009071504802561366,0.0,0.0192102454642476,0.047491995731056565,0.03628601921024546,0.016008537886873,0.05869797225186766,0.006937033084311633,0.003735325506937033,0.022411953041622197,0.021878335112059766,0.0240128068303095,0.016542155816435433,0.030949839914621132,0.0005336179295624333
