,front,monophthong,central,unrounded,diphthong,tense,lax,back,rounded,linguaalveolar,linguapalatal,fricative,nonsonorant,glide,affricate,voiceless,liquid,nasal,labiodental,bilabial,stop,linguavelar,coronal,glottal,sonorant,nonsibilant,voiced,sibilant,noncoronal,linguadental,
Cor,TRIBUNES.Sicinius,985,2009,621,1581,332,523,1486,403,428,1861,1196,428,53,2384,1135,631,206,610,403,452,224,2009,2021,196,1395,2326,1581,621,502,262,1453,1486,230,564,3215,985,332,523,1758,
H5,ATTENDANTS.ENGLISH,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,2,1,0,0,0,0,1,0,0,2,1,1,0,2,
Mac,MURDERERS.0.1,6,16,8,12,2,5,11,2,4,10,7,4,1,15,7,2,2,3,2,8,2,16,14,2,12,19,12,8,5,5,8,11,0,3,24,6,2,5,13,
MV,MUSICIANS,34,49,8,42,10,5,44,7,7,48,20,7,1,49,28,17,3,11,7,10,9,49,56,4,41,71,42,8,21,3,19,44,5,8,82,34,10,5,34,
Tim,SENATORS.4,5,9,3,8,2,2,7,1,1,11,5,1,1,12,6,6,1,4,1,1,1,9,10,1,8,13,8,3,1,1,7,7,1,2,18,5,2,2,10,
Rom,Nurse,948,1955,604,1523,543,535,1420,403,432,1918,1006,432,52,2213,1155,661,201,594,403,412,232,1955,1995,136,1473,2439,1523,604,534,278,1247,1420,193,476,3210,948,543,535,1691,
Tim,Apemantus,709,1500,463,1186,427,370,1130,328,314,1538,968,314,35,1983,980,564,202,487,328,260,226,1500,1759,80,1117,2024,1186,463,401,152,1076,1130,307,379,2721,709,427,370,1341,
TNK,Hippolyta,316,661,204,503,156,168,493,141,158,647,414,158,24,820,382,218,96,210,141,151,77,661,715,43,479,821,503,204,179,82,478,493,75,200,1099,316,156,168,584,
MND,Snout,67,157,55,119,34,36,121,35,38,146,90,38,6,170,74,50,14,46,35,24,14,157,165,7,114,187,119,55,42,22,97,121,33,36,248,67,34,36,119,
Tim,SERVANTS.VARRO.2,19,37,10,25,10,11,26,8,12,43,24,12,2,51,25,15,3,11,8,9,5,37,43,7,30,53,25,10,13,2,28,26,3,11,70,19,10,11,38,
2H6,Sawyer,20,35,9,29,6,8,27,6,6,25,22,6,1,36,13,10,6,8,6,9,4,35,28,7,27,43,29,9,10,7,20,27,4,5,58,20,6,8,35,
Lr,Oswald,231,467,149,373,130,118,349,87,94,463,292,94,13,584,279,196,57,181,87,79,46,467,516,58,363,619,373,149,130,37,328,349,63,114,833,231,130,118,431,
2H6,FOLLOWERS.CADE.0,34,66,19,57,17,15,51,13,9,53,43,9,1,85,41,17,17,13,13,11,23,66,66,7,48,91,57,19,21,10,42,51,9,10,123,34,17,15,67,
H5,Boy,256,579,190,452,104,144,435,133,127,558,374,127,10,731,347,189,89,164,133,97,79,579,601,58,382,703,452,190,143,50,410,435,68,159,954,256,104,144,512,
Lr,Curan,25,76,29,52,11,21,55,22,24,63,43,24,1,78,34,28,11,21,22,19,8,76,62,9,64,106,52,29,18,18,36,55,11,12,130,25,11,21,80,
TN,TobyBelch,1198,2527,878,2011,581,625,1902,451,516,2345,1414,516,70,2880,1396,902,286,740,451,448,333,2527,2457,215,1812,3024,2011,878,642,268,1668,1902,325,588,4104,1198,581,625,2235,
Rom,SERVANTS.MONTAGUE.Abram,3,21,10,8,5,10,11,8,13,17,8,13,0,19,11,4,0,6,8,8,1,21,20,0,15,20,8,10,5,6,14,11,2,6,28,3,5,10,14,
Ant,SOLDIERS.CAESAR.X.1,24,58,20,43,13,13,45,14,15,60,33,15,1,65,31,26,6,14,14,11,5,58,58,5,44,70,43,20,11,7,39,45,8,14,95,24,13,13,51,
Tro,Ulysses,1707,3657,1308,2916,712,834,2823,642,741,3782,2277,741,138,4625,2210,1285,407,997,642,752,551,3657,3970,317,2609,4511,2916,1308,1008,316,2723,2823,428,1125,6109,1707,712,834,3264,
R3,Brakenbury,99,225,79,178,58,53,172,47,47,222,131,47,10,270,129,89,28,68,47,60,29,225,252,12,188,319,178,79,76,23,139,172,39,52,406,99,58,53,206,
Rom,Paris,225,498,155,369,150,151,347,118,129,507,312,129,19,632,301,170,67,160,118,95,56,498,575,29,369,663,369,155,139,60,338,347,87,129,872,225,150,151,426,
TNK,Doctor,289,665,264,498,118,193,472,112,167,605,420,167,14,786,352,228,78,175,112,130,89,665,637,70,439,725,498,264,130,81,500,472,78,194,1031,289,118,193,588,
Lr,ATTENDANTS.LEAR.0.3,47,111,38,81,25,28,83,26,30,117,51,30,5,115,59,52,7,33,26,22,12,111,108,7,93,140,81,38,25,16,68,83,10,27,181,47,25,28,100,
Shr,Hostess,7,21,8,16,7,5,16,6,5,16,13,5,1,26,12,5,4,7,6,7,4,21,19,1,15,25,16,8,6,4,16,16,2,6,35,7,7,5,22,
JC,SOLDIERS.BRUTUS.Claudius,5,11,1,6,5,2,9,5,5,15,1,5,0,10,9,6,0,6,5,6,0,11,19,0,17,25,6,1,10,1,2,9,0,1,26,5,5,2,8,
WT,Polixenes,943,1983,658,1586,432,489,1494,382,397,1859,1199,397,86,2343,1058,736,240,632,382,420,223,1983,2006,140,1430,2391,1586,658,489,205,1382,1494,259,560,3213,943,432,489,1767,
Ham,Ghost,278,666,269,526,155,157,509,119,140,722,410,140,26,860,424,242,94,210,119,97,76,666,750,40,474,828,526,269,178,54,506,509,95,181,1153,278,155,157,584,
Shr,SERVANTS.LORD.0.1,51,131,44,89,28,40,91,36,42,132,80,42,3,153,70,31,16,30,36,42,12,131,153,6,102,170,89,44,47,24,85,91,17,41,214,51,28,40,102,
JC,SOLDIERS.BRUTUS.0.2,1,1,0,1,0,0,1,0,0,4,1,0,0,3,2,1,0,0,0,0,0,1,3,0,1,2,1,0,0,0,2,1,0,1,3,1,0,0,1,
Cym,Philario,153,315,105,244,49,84,231,57,71,272,170,71,9,333,154,118,36,100,57,67,35,315,275,34,240,368,244,105,78,44,205,231,29,71,502,153,49,84,298,
MND,FAIRIES.TITANIA.Mustardseed,6,9,2,8,3,2,7,1,1,8,3,1,0,7,4,1,0,4,1,5,1,9,11,1,12,15,8,2,6,5,4,7,0,2,17,6,3,2,8,
2H6,SERVANTS.GLOUCESTER.0.1,4,10,4,7,4,3,7,2,3,10,8,3,0,14,6,3,2,4,2,7,2,10,16,1,13,17,7,4,8,2,10,7,1,4,23,4,4,3,11,
Cym,ATTENDANTS.CLOTEN.1,73,188,73,138,37,46,142,42,50,172,112,50,2,227,113,56,28,47,42,57,20,188,183,20,132,224,138,73,45,31,135,142,15,49,310,73,37,46,176,
Tmp,Ariel,558,1199,396,933,281,285,914,245,266,1215,738,266,39,1473,696,453,145,373,245,286,166,1199,1398,73,970,1624,933,396,392,125,819,914,185,335,2108,558,281,285,1045,
TNK,MESSENGERS.X.3,0,0,0,0,6,0,0,0,0,10,5,0,0,10,5,0,0,0,0,0,0,0,10,5,5,10,0,0,5,0,5,0,0,0,15,0,6,0,5,
TN,Feste,1039,2257,749,1719,552,594,1663,469,538,2153,1263,538,40,2552,1249,804,277,699,469,428,262,2257,2316,125,1680,2852,1719,749,592,284,1380,1663,288,573,3659,1039,552,594,1916,
R3,QueenMargaret,786,1665,563,1303,409,437,1228,316,362,1624,1007,362,62,2080,1011,580,213,519,316,332,228,1665,1822,119,1242,2249,1303,563,470,192,1073,1228,287,388,2934,786,409,437,1500,
R3,ATTENDANTS.RICHMOND.0.1,3,13,4,9,4,1,12,6,4,12,8,4,1,18,9,5,3,5,6,6,2,13,15,2,13,20,9,4,7,1,11,12,1,2,29,3,4,1,16,
Ant,SOLDIERS.ANTONY.0.2,31,77,29,57,22,27,50,17,20,83,46,20,5,94,43,28,10,21,17,17,8,77,76,13,63,100,57,29,22,13,57,50,5,18,139,31,22,27,81,
1H6,Gargrave,8,16,3,11,4,3,13,5,5,17,12,5,0,20,8,8,3,4,5,5,3,16,23,1,17,26,11,3,8,1,11,13,4,4,33,8,4,3,14,
Ant,Philo,47,128,58,101,21,27,101,23,27,132,81,27,3,165,81,41,17,35,23,21,16,128,136,10,84,160,101,58,34,9,89,101,18,36,213,47,21,27,113,
H5,Dauphin,384,896,333,704,185,187,709,179,192,866,536,192,26,1031,469,330,113,263,179,185,100,896,939,59,665,1114,704,333,247,88,582,709,110,254,1442,384,185,187,757,
2H6,Scales,30,60,18,46,13,11,49,12,14,58,35,14,2,73,36,21,9,16,12,19,11,60,63,5,52,83,46,18,20,11,42,49,7,14,111,30,13,11,62,
2H6,MESSENGERS.2,13,36,18,30,11,6,30,5,6,44,23,6,4,52,25,9,3,7,5,11,6,36,49,2,29,50,30,18,17,3,31,30,8,10,71,13,11,6,32,
MM,Bawd,104,235,86,187,44,49,186,45,48,214,124,48,11,266,131,70,16,93,45,38,23,235,229,19,166,291,187,86,53,43,141,186,29,60,372,104,44,49,203,
2H6,Mate,2,8,2,4,2,1,7,4,4,7,6,4,1,10,3,2,2,1,4,5,2,8,8,0,7,13,4,2,3,2,4,7,0,4,13,2,2,1,9,
Per,Cerimon,325,737,265,538,156,210,527,147,199,716,422,199,29,886,435,234,88,203,147,155,100,737,754,50,515,864,538,265,195,86,537,527,89,195,1206,325,156,210,647,
Cym,SOLDIERS.BRITON.0.1,10,29,14,22,6,8,21,5,7,36,18,7,2,41,21,10,1,9,5,6,3,29,35,2,19,40,22,14,8,1,20,21,3,12,48,10,6,8,25,
Shr,Vincentio,142,325,116,252,79,80,245,67,73,315,177,73,13,356,166,131,34,102,67,66,36,325,315,28,258,415,252,116,86,41,199,245,33,82,532,142,79,80,299,
Mac,Hecate,110,258,86,205,43,43,215,62,53,258,140,53,7,292,145,98,32,61,62,79,35,258,278,16,210,345,205,86,88,24,157,215,21,71,431,110,43,43,224,
MND,Helena,777,1749,536,1297,418,516,1233,436,452,1678,941,452,52,1931,938,663,226,534,436,423,198,1749,1731,111,1411,2207,1297,536,486,262,1135,1233,172,432,2910,777,418,516,1611,
Cor,SOLDIERS.ROMAN.0.3,3,14,5,8,4,3,11,6,6,17,9,6,0,17,8,4,2,3,6,2,1,14,17,1,10,13,8,5,5,1,14,11,1,5,22,3,4,3,10,
1H6,WATCHMEN.1,8,32,12,26,5,5,27,12,6,35,14,6,2,36,20,14,0,11,12,11,5,32,38,0,31,45,26,12,13,4,22,27,5,9,58,8,5,5,29,
Rom,Montague,150,301,91,233,77,79,222,60,68,313,203,68,7,389,179,113,43,101,60,62,42,301,334,27,236,399,233,91,89,34,226,222,37,96,529,150,77,79,291,
Cym,Arviragus,387,833,274,638,224,225,608,172,195,838,538,195,22,1027,467,287,100,255,172,179,120,833,962,61,652,1084,638,274,262,103,595,608,126,251,1428,387,224,225,717,
Jn,Constance,916,1961,630,1532,514,480,1481,415,429,2011,1219,429,86,2519,1214,733,261,626,415,387,273,1961,2205,134,1485,2638,1532,630,580,172,1366,1481,312,512,3492,916,514,480,1799,
1H4,DRAWERS.Francis,20,55,16,32,16,17,38,19,23,66,24,23,1,60,35,20,4,16,19,13,5,55,67,3,49,75,32,16,24,5,34,38,2,15,94,20,16,17,42,
Ham,Laertes,596,1355,497,1063,336,311,1044,262,292,1428,833,292,48,1656,775,537,198,421,262,273,149,1355,1474,93,1077,1784,1063,497,400,140,949,1044,171,371,2362,596,336,311,1259,
Ant,CAPTAINS,3,15,10,11,5,3,12,2,4,18,4,4,1,19,14,4,0,5,2,3,5,15,19,0,14,25,11,10,8,2,8,12,2,2,31,3,5,3,14,
H5,Montjoy,200,419,148,326,94,113,306,71,93,414,254,93,14,511,243,146,57,126,71,82,57,419,452,27,302,531,326,148,121,35,282,306,50,120,693,200,94,113,361,
3H6,Oxford,111,273,98,201,68,69,204,64,72,279,179,72,15,343,149,92,36,91,64,62,30,273,308,23,222,379,201,98,92,38,186,204,44,76,489,111,68,69,257,
Tim,SERVANTS.TIMON.X.1,14,34,13,25,6,7,27,7,9,32,23,9,1,39,15,10,4,11,7,11,2,34,43,0,27,48,25,13,14,3,18,27,6,13,53,14,6,7,23,
R3,MESSENGERS.1,20,39,12,31,6,8,31,7,8,30,20,8,0,38,18,14,4,13,7,13,3,39,37,2,30,50,31,12,13,3,18,31,3,11,57,20,6,8,31,
MV,SERVANTS.2,11,17,4,13,6,6,11,2,4,21,11,4,1,22,10,8,0,6,2,1,1,17,17,2,11,20,13,4,1,2,13,11,2,7,26,11,6,6,16,
Per,Philemon,0,3,0,0,1,0,3,3,3,4,1,3,0,4,3,1,0,1,3,1,1,3,6,0,4,6,0,0,3,0,2,3,1,0,8,0,1,0,2,
Ant,Cleopatra,2144,4387,1426,3534,1088,1103,3284,817,853,4342,2572,853,143,5260,2545,1692,485,1449,817,827,619,4387,4650,329,3362,5640,3534,1426,1226,444,2982,3284,571,1187,7435,2144,1088,1103,3972,
1H6,JohnTalbot,147,346,115,261,115,78,268,84,85,378,210,85,6,429,213,137,71,127,84,81,25,346,396,13,313,491,261,115,124,52,251,268,47,79,663,147,115,78,346,
MND,FAIRIES.TITANIA.Mote,3,4,1,4,3,1,3,0,0,4,2,0,0,4,2,1,0,2,0,2,1,4,5,1,6,8,4,1,3,2,2,3,0,1,9,3,3,1,5,
1H6,Suffolk,641,1377,476,1075,260,372,1005,260,302,1290,752,302,41,1565,772,500,161,403,260,268,211,1377,1373,92,1025,1664,1075,476,377,148,926,1005,165,334,2256,641,260,372,1217,
1H6,Pucelle,863,1941,692,1532,425,493,1448,386,409,1963,1169,409,82,2452,1201,687,254,621,386,425,297,1941,2156,113,1510,2573,1532,692,607,216,1389,1448,289,513,3449,863,425,493,1806,
MM,Justice,7,14,5,11,2,3,11,2,3,11,7,3,1,11,3,4,2,2,2,3,2,14,12,1,11,17,11,5,6,1,5,11,1,3,19,7,2,3,10,
Per,FISHERMEN.3,74,145,50,119,27,29,116,21,26,118,97,26,5,184,82,44,24,53,21,18,15,145,128,17,82,161,119,50,25,13,105,116,21,35,231,74,27,29,138,
3H6,ALDERMEN,1,5,2,2,1,1,4,2,3,4,4,3,0,6,2,1,2,1,2,1,1,5,8,0,5,9,2,2,3,1,2,4,2,0,11,1,1,1,3,
Ant,Silius,37,76,27,64,16,17,59,12,12,81,46,12,4,95,45,23,5,20,12,18,6,76,93,4,55,90,64,27,22,10,60,59,16,21,129,37,16,17,57,
2H6,Simpcox,65,151,50,108,47,37,114,36,43,171,64,43,3,169,102,70,13,55,36,26,20,151,156,4,128,201,108,50,43,15,96,114,8,39,258,65,47,37,141,
Err,Egeon,452,1018,367,812,268,232,786,199,206,1015,645,206,22,1288,621,410,163,393,199,199,120,1018,1113,64,804,1351,812,367,276,118,741,786,138,280,1812,452,268,232,979,
2H4,Clarence,67,166,63,126,43,38,128,36,40,169,99,40,8,199,92,59,20,46,36,32,22,166,181,16,133,221,126,63,53,21,111,128,27,36,296,67,43,38,151,
1H6,Reignier,205,451,150,353,106,128,323,96,98,460,253,98,14,525,258,175,52,133,96,101,65,451,480,32,362,576,353,150,136,51,311,323,44,125,762,205,106,128,407,
Tit,Lucius,625,1360,474,1060,327,355,1005,261,300,1328,882,300,26,1666,758,507,191,435,261,303,148,1360,1518,113,1058,1813,1060,474,427,124,911,1005,206,372,2352,625,327,355,1206,
2H6,CardinalBeaufort,372,834,297,654,164,196,638,165,180,791,453,180,25,1004,526,288,91,244,165,189,156,834,891,55,630,1066,654,297,254,88,568,638,108,199,1435,372,164,196,743,
Per,SAILORS.1,27,66,27,51,10,18,48,12,15,73,40,15,1,88,47,14,8,22,12,17,8,66,86,2,51,89,51,27,25,12,50,48,9,21,118,27,10,18,53,
AWW,SOLDIERS.Interpreter,260,577,186,427,112,167,410,131,150,524,332,150,14,666,320,172,71,166,131,137,65,577,570,42,412,670,427,186,142,98,408,410,73,146,932,260,112,167,508,
3H6,Somerville,23,43,10,34,8,10,33,10,9,39,31,9,0,51,20,15,3,13,10,13,5,43,48,9,36,55,34,10,15,6,32,33,5,14,73,23,8,10,39,
MV,ATTENDANTS.BASSANIO.Leonardo,8,14,4,10,1,5,9,2,4,13,8,4,0,15,7,5,1,4,2,3,1,14,11,2,9,16,10,4,2,2,8,9,0,5,19,8,1,5,13,
MM,Elbow,274,592,188,444,108,147,445,130,148,451,337,148,10,642,295,174,68,189,130,124,70,592,516,51,378,636,444,188,122,82,384,445,67,151,869,274,108,147,504,
Rom,FriarJohn,48,107,44,84,21,26,81,15,23,96,65,23,3,126,58,34,14,23,15,19,16,107,112,5,64,115,84,44,23,7,75,81,17,29,161,48,21,26,78,
R3,MayorOfLondon,52,107,29,78,27,25,82,26,29,133,74,29,2,156,80,30,8,32,26,33,17,107,144,12,87,164,78,29,39,18,79,82,8,46,197,52,27,25,99,
Wiv,MasterPage,503,1080,354,797,222,297,783,223,283,1049,599,283,33,1229,597,429,118,333,223,202,134,1080,1029,114,816,1256,797,354,235,152,789,783,95,272,1773,503,222,297,1016,
Ado,DonPedro,1192,2479,801,1956,485,647,1832,486,523,2231,1386,523,69,2819,1364,759,268,702,486,502,288,2479,2429,245,1727,2889,1956,801,631,337,1657,1832,310,563,3983,1192,485,647,2117,
Ant,MESSENGERS.X.3,5,11,3,7,2,5,6,3,4,12,9,4,0,13,4,3,0,1,3,2,1,11,13,2,6,13,7,3,3,0,6,6,1,6,13,5,2,5,6,
Cor,Herald,13,25,6,21,11,5,20,6,4,24,15,4,0,27,12,14,4,11,6,4,4,25,25,2,28,42,21,6,8,6,13,20,6,3,52,13,11,5,30,
Cor,Nicanor,107,230,89,185,52,50,180,34,45,207,132,45,4,251,115,92,25,73,34,59,29,230,241,11,187,297,185,89,69,26,141,180,34,62,376,107,52,50,197,
R3,Norfolk,25,63,21,48,21,10,53,17,15,68,37,15,3,77,37,29,8,21,17,21,10,63,84,1,62,98,48,21,29,4,41,53,10,18,121,25,21,10,55,
Ham,ATTENDANTS,4,7,3,7,0,2,5,0,0,11,2,0,1,6,3,5,0,1,0,2,0,7,8,0,8,11,7,3,3,0,3,5,0,2,12,4,0,2,6,
Tim,SENATORS.2,149,336,125,258,82,69,267,62,78,340,218,78,10,411,183,127,42,95,62,67,38,336,389,20,259,447,258,125,98,34,223,267,68,88,582,149,82,69,281,
2H6,Dick,141,323,109,242,67,87,236,73,81,264,185,81,8,360,167,101,53,80,73,67,58,323,310,30,235,406,242,109,96,38,189,236,43,59,536,141,67,87,285,
H8,GENTLEMEN.X,7,16,6,14,6,3,13,3,2,20,10,2,0,21,11,7,0,7,3,6,3,16,24,0,18,29,14,6,8,3,10,13,3,7,32,7,6,3,15,
JC,Flavius,82,203,70,154,48,48,155,51,49,188,113,49,5,239,121,63,23,63,51,49,28,203,227,7,154,268,154,70,60,31,125,155,35,48,345,82,48,48,166,
1H4,Falstaff,2327,5007,1631,3978,1253,1139,3868,1049,1029,4655,2804,1029,114,5845,2927,1816,709,1468,1049,939,697,5007,5052,356,3679,6284,3978,1631,1378,485,3240,3868,700,1039,8485,2327,1253,1139,4472,
Mac,SOLDIERS.MALCOLM.0.1,4,8,3,8,1,1,7,1,0,10,4,0,0,11,7,3,1,1,1,1,3,8,10,1,6,10,8,3,3,0,7,7,0,2,15,4,1,1,7,
MV,Duke,258,592,227,458,116,149,443,107,134,539,326,134,22,673,325,211,70,150,107,132,80,592,582,40,418,672,458,227,151,56,419,443,80,136,955,258,116,149,509,
Rom,CITIZENS,5,12,6,12,4,1,11,1,0,19,10,0,0,23,13,6,0,7,1,2,2,12,21,0,12,28,12,6,4,2,7,11,5,5,30,5,4,1,14,
Shr,SERVANTS.LORD.0.2,47,96,22,69,16,29,67,27,27,89,54,27,4,104,46,28,11,34,27,29,5,96,97,5,81,125,69,22,26,27,60,67,12,26,159,47,16,29,88,
1H4,Glendower,262,602,213,466,115,158,444,127,136,561,338,136,13,682,331,229,70,177,127,151,87,602,621,41,475,773,466,213,170,76,384,444,70,157,1000,262,115,158,536,
Wiv,AnnePage,72,190,71,126,34,65,125,47,64,167,92,64,2,197,103,61,14,61,47,35,20,190,176,11,134,204,126,71,42,31,127,125,23,44,287,72,34,65,155,
WT,SERVANTS.X.1,23,44,12,35,7,8,36,9,9,49,27,9,2,63,34,13,2,10,9,12,10,44,57,4,29,55,35,12,13,3,37,36,5,16,76,23,7,8,35,
Tim,SERVANTS.Hortensius,33,63,20,51,17,16,47,10,12,70,42,12,2,83,39,28,5,28,10,12,7,63,79,3,54,87,51,20,18,8,50,47,12,22,115,33,17,16,58,
TGV,Speed,647,1447,473,1037,290,462,985,327,410,1272,802,410,16,1563,745,491,163,421,327,339,158,1447,1394,100,1049,1608,1037,473,346,212,1004,985,159,380,2232,647,290,462,1218,
Lr,Cornwall,321,704,237,530,181,195,509,146,174,704,460,174,27,887,400,238,103,206,146,176,88,704,775,67,543,873,530,237,219,86,557,509,86,204,1226,321,181,195,655,
Lr,ATTENDANTS.X.1,2,3,0,2,1,1,2,1,1,3,0,1,0,2,2,1,0,1,1,2,0,3,5,0,4,6,2,0,3,0,0,2,0,0,6,2,1,1,1,
Ant,SOLDIERS.ANTONY.X.2,10,20,7,16,2,5,15,3,4,15,10,4,0,23,13,4,2,4,3,5,2,20,20,1,10,20,16,7,5,1,13,15,4,3,30,10,2,5,13,
2H6,Bolingbroke,69,178,77,139,42,50,128,32,39,175,105,39,3,228,120,59,29,65,32,37,24,178,183,15,136,235,139,77,47,30,129,128,19,42,322,69,42,50,181,
Lr,ATTENDANTS.ALBANY,18,31,9,25,7,9,22,4,6,33,24,6,0,45,21,7,3,8,4,8,3,31,36,7,18,32,25,9,9,2,31,22,1,13,50,18,7,9,27,
LLL,Katherine,149,362,114,274,80,94,268,99,88,339,198,88,14,407,195,130,53,95,99,102,48,362,370,26,292,453,274,114,116,46,246,268,36,83,616,149,80,94,329,
Tim,SERVANTS.TIMON.1,4,18,9,13,2,5,13,5,5,18,8,5,0,16,8,7,2,3,5,4,1,18,18,0,14,23,13,9,6,1,7,13,2,4,26,4,2,5,12,
R3,York,167,348,111,265,114,100,248,70,83,344,184,83,9,435,242,128,28,114,70,75,77,348,400,22,274,479,265,111,104,42,230,248,49,85,624,167,114,100,309,
Cym,Lucius,331,699,244,537,164,191,508,124,162,704,463,162,21,887,403,264,81,234,124,143,88,699,782,52,530,922,537,244,190,76,495,508,115,215,1202,331,164,191,635,
Cor,CITIZENS.ROMAN.5,18,41,10,30,11,11,30,13,11,41,20,11,1,42,21,17,6,8,13,11,6,41,37,3,36,52,30,10,13,6,26,30,3,8,70,18,11,11,41,
AWW,SOLDIERS,0,6,0,5,5,0,6,6,1,0,0,1,0,11,11,0,0,2,6,6,9,6,6,0,6,11,5,0,6,0,6,6,0,0,17,0,5,0,11,
H5,Salisbury,37,82,22,63,14,19,63,23,19,89,38,19,6,91,47,28,11,27,23,20,9,82,90,1,72,120,63,22,35,9,43,63,6,20,143,37,14,19,73,
AYL,Audrey,55,141,46,108,29,34,107,40,33,134,72,33,5,155,78,49,12,39,40,22,17,141,139,9,97,178,108,46,27,21,74,107,19,32,220,55,29,34,113,
Ant,MESSENGERS.ANTONY.3,13,22,6,18,3,5,17,3,4,18,18,4,0,25,7,5,4,5,3,3,3,22,24,1,14,25,18,6,6,3,14,17,5,8,31,13,3,5,15,
1H6,York,623,1382,498,1075,330,320,1062,261,307,1392,833,307,52,1688,803,506,175,433,261,309,194,1382,1525,87,1084,1798,1075,498,424,154,974,1062,182,389,2383,623,330,320,1247,
Ado,Claudio,939,1932,591,1499,470,497,1435,402,433,1830,1152,433,56,2261,1053,679,241,581,402,436,201,1932,1961,193,1447,2386,1499,591,517,251,1322,1435,226,492,3216,939,470,497,1747,
Shr,Gremio,607,1282,411,971,266,353,929,264,311,1169,717,311,26,1471,728,410,164,363,264,258,186,1282,1270,107,908,1510,971,411,335,163,869,929,132,314,2065,607,266,353,1109,
R2,York,1016,2182,681,1701,503,527,1655,485,481,2223,1362,481,68,2729,1299,836,272,673,485,472,311,2182,2426,200,1701,2883,1701,681,632,233,1547,1655,279,611,3819,1016,503,527,2004,
3H6,Son,82,161,42,134,50,34,127,37,27,158,123,27,1,216,92,74,32,68,37,28,17,161,178,18,135,235,134,42,44,17,116,127,30,43,308,82,50,34,173,
Per,Cleon,365,831,285,642,174,229,602,181,189,842,522,189,37,1039,480,258,106,225,181,174,112,831,926,63,599,1039,642,285,250,91,599,602,116,237,1401,365,174,229,712,
2H4,DRAWERS.1,33,61,20,51,13,13,48,8,10,63,42,10,2,84,40,20,8,21,8,11,7,61,73,9,44,79,51,20,18,6,49,48,9,16,112,33,13,13,55,
Shr,Katherine,739,1629,505,1230,393,474,1155,385,399,1566,877,399,38,1872,957,581,208,518,385,364,193,1629,1673,93,1247,2034,1230,505,438,228,1085,1155,177,399,2720,739,393,474,1446,
LLL,Dumaine,220,511,185,381,130,136,375,106,130,490,301,130,21,600,278,183,80,176,106,101,54,511,540,34,401,662,381,185,163,55,339,375,66,121,880,220,130,136,461,
Ado,MUSICIANS,20,47,18,37,15,12,35,9,10,50,33,10,2,62,27,15,9,10,9,9,5,47,52,6,35,70,37,18,14,6,27,35,8,10,87,20,15,12,45,
TGV,Pantino,126,322,113,221,63,96,226,83,101,311,199,101,8,361,154,113,34,82,83,67,35,322,341,22,238,385,221,113,77,48,214,226,48,95,504,126,63,96,258,
Wiv,Rugby,25,53,19,37,8,22,31,9,16,42,34,16,2,59,23,13,2,17,9,11,6,53,47,9,31,43,37,19,12,6,47,31,3,20,70,25,8,22,43,
1H4,TRAVELERS.CARRIERS.2,62,129,46,106,29,30,99,21,23,136,68,23,9,149,72,51,14,34,21,21,23,129,133,7,103,183,106,46,40,12,69,99,17,30,222,62,29,30,119,
H5,Grandpre,63,128,45,106,32,20,108,20,22,154,97,22,3,188,88,46,17,39,20,39,21,128,189,6,111,196,106,45,59,6,103,108,23,51,248,63,32,20,110,
3H6,EdwardIV,1586,3401,1158,2615,813,890,2511,657,786,3433,2063,786,107,4215,2045,1223,401,1119,657,750,491,3401,3798,248,2733,4628,2615,1158,1017,493,2320,2511,506,908,6040,1586,813,890,3150,
Per,KNIGHTS,8,19,6,14,3,6,13,5,5,12,8,5,1,18,9,6,0,6,5,6,5,19,16,1,15,24,14,6,6,3,9,13,3,4,29,8,3,6,17,
Cor,YoungMartius,8,14,4,13,5,3,11,2,1,14,4,1,0,13,9,6,1,5,2,3,1,14,14,1,13,18,13,4,6,1,8,11,1,1,25,8,5,3,12,
Mac,WITCHES.2,62,224,124,187,57,41,183,38,37,240,121,37,3,287,163,85,30,77,38,33,37,224,242,14,174,316,187,124,75,14,145,183,30,47,414,62,57,41,219,
Tim,SERVANTS.LUCIUS.1,71,182,67,136,41,37,145,44,46,191,107,46,6,225,112,69,17,55,44,41,26,182,201,14,139,234,136,67,53,17,130,145,20,56,308,71,41,37,163,
Ant,Scarus,132,271,97,224,54,54,217,42,47,283,169,47,11,338,158,88,35,70,42,44,36,271,283,27,185,333,224,97,75,22,190,217,28,79,444,132,54,54,240,
Cym,SENATORS.1,51,118,48,95,14,31,87,19,23,106,69,23,5,126,52,39,10,27,19,22,13,118,112,4,76,139,95,48,25,12,63,87,20,35,167,51,14,31,90,
1H4,HenryV,1926,4150,1423,3341,987,906,3244,801,809,4025,2447,809,119,4944,2378,1434,546,1212,801,856,549,4150,4486,256,3123,5294,3341,1423,1245,444,2773,3244,623,1022,7045,1926,987,906,3581,
Oth,Lodovico,243,538,178,409,92,133,405,117,129,494,335,129,16,639,288,178,65,128,117,116,69,538,549,47,360,626,409,178,138,44,373,405,80,143,856,243,92,133,450,
R2,Berkeley,20,64,23,45,18,17,47,21,19,66,29,19,3,73,41,28,10,22,21,21,8,64,71,1,60,90,45,23,21,11,43,47,5,13,120,20,18,17,62,
