filename,bilabilal,linguaalveolar,linguadental,labiodental,linguavelar,glottal,linguapalatal
Shr_SERVANTS.PETRUCHIO.Nathaniel,12.2,46.35,4.88,2.44,7.32,14.64,12.2
JC_SOLDIERS.BRUTUS.Messala,11.93,54.88,7.76,5.57,4.78,2.99,12.13
TNK_COUNTRYMEN.0.4,20.69,54.03,6.9,4.03,4.6,2.3,7.48
Shr_Haberdasher,29.42,23.53,5.89,0.0,11.77,5.89,23.53
1H6_Legate,18.19,54.55,0.0,0.0,0.0,0.0,27.28
WT_ATTENDANTS.2,11.3,50.21,9.21,6.7,8.79,3.77,10.05
TNK_KNIGHTS.PALAMON.0.1,8.65,61.73,3.71,7.41,9.88,3.71,4.94
AYL_LORDS.FREDERICK.0.2,11.52,51.8,7.92,5.04,7.2,1.44,15.11
1H6_HenryVI,14.36,48.81,5.64,7.18,7.99,1.93,14.12
JC_COMMONERS.Cobbler,19.84,52.33,4.65,4.65,5.49,2.11,10.98
Tmp_Gonzalo,15.19,50.81,5.7,6.77,7.13,3.08,11.36
Tit_Captain,19.11,44.95,7.87,7.87,4.5,3.38,12.36
R3_Sheriff,16.67,44.45,5.56,5.56,5.56,0.0,22.23
Mac_SERVANTS.X.4,3.71,59.26,11.12,3.71,7.41,0.0,14.82
Tim_FRIENDS.0.1,16.28,51.87,5.77,4.41,5.09,7.12,9.5
2H6_Whitmore,18.06,49.31,7.3,6.6,4.87,2.09,11.81
Tmp_Caliban,18.1,48.63,7.43,5.8,6.14,4.22,9.72
Tim_BANDITS.2,16.67,50.0,5.21,8.34,2.09,7.3,10.42
1H4_MESSENGERS.1,7.7,38.47,0.0,7.7,0.0,7.7,38.47
H5_MESSENGERS.X.1,14.71,44.12,0.0,8.83,14.71,2.95,14.71
3H6_Montgomery,16.15,48.44,2.7,8.08,11.22,2.7,10.77
H5_Nym,17.76,47.2,8.26,6.39,7.17,3.28,9.97
Cor_CITIZENS.ROMAN.7,17.4,52.18,5.44,4.35,10.87,3.27,6.53
TN_Antonio,16.73,49.97,5.54,7.75,5.54,3.0,11.52
Cor_CONSPIRATORS.0.2,12.04,48.15,4.63,5.56,8.34,6.49,14.82
R2_LADIES.0.1,37.04,51.86,1.86,1.86,5.56,0.0,1.86
2H6_Stanley,12.62,50.46,5.41,4.51,8.11,0.91,18.02
Tro_Cassandra,12.22,50.0,5.73,5.54,8.59,5.73,12.22
3H6_SOLDIERS.YORK,9.1,36.37,18.19,18.19,9.1,0.0,9.1
MND_Bottom,16.69,48.64,6.33,5.7,7.35,2.99,12.33
H5_Bourbon,17.01,54.43,5.45,3.41,7.49,4.77,7.49
3H6_HenryVI,16.16,48.89,7.18,6.34,7.14,3.28,11.05
R2_DuchessOfGloucester,16.91,50.17,7.69,6.59,6.15,2.86,9.66
H8_BishopOfLincoln,12.75,54.91,3.93,3.93,8.83,3.93,11.77
TGV_Sylvia,14.69,48.16,7.13,7.94,6.0,4.63,11.48
1H6_Mayor,15.62,51.06,5.71,6.91,7.21,1.21,12.32
1H6_SERVANTS.TALBOT.1,17.65,47.06,0.0,0.0,0.0,0.0,35.3
Rom_LadyMontague,13.96,51.17,4.66,6.98,4.66,4.66,13.96
1H6_Burgundy,15.94,49.18,6.62,6.47,7.07,3.61,11.13
TNK_Schoolmaster,15.92,51.32,6.79,5.26,7.38,2.92,10.44
H5_Exeter,12.64,51.05,6.04,7.58,6.55,4.61,11.57
Jn_PrinceHenry,12.8,55.54,7.6,6.73,4.56,4.13,8.68
MM_Lucio,16.69,48.22,6.71,6.49,6.64,4.38,10.91
2H6_WilliamStafford,11.58,44.22,10.53,8.43,11.58,1.06,12.64
1H6_Glansdale,20.0,33.34,13.34,6.67,6.67,6.67,13.34
3H6_WATCHMEN.3,19.02,53.53,5.64,4.23,8.46,6.34,2.82
Per_Diana,22.14,44.28,9.93,6.11,5.35,1.53,10.69
Ham_Ophelia,16.52,50.59,5.53,4.92,6.32,5.01,11.14
Cor_Adrian,15.72,50.51,5.36,6.03,5.69,3.68,13.05
WT_Florizell,16.46,48.05,6.77,7.03,6.28,3.61,11.84
AWW_Diana,17.43,48.55,5.87,5.98,5.76,4.88,11.57
Rom_MUSICIANS.0.3,11.12,66.67,11.12,11.12,0.0,0.0,0.0
MV_Messenger,15.9,48.35,2.65,8.61,7.95,4.64,11.93
H8_Keeper,17.08,47.57,1.22,2.44,4.88,3.66,23.18
AYL_William,11.77,54.91,1.97,1.97,11.77,3.93,13.73
1H6_Salisbury,16.21,53.71,5.1,4.17,4.63,3.71,12.5
Tim_MESSENGERS.X.2,21.74,52.18,0.0,4.35,4.35,4.35,13.05
2H4_Mowbray,14.49,50.12,8.65,7.95,5.15,3.16,10.52
LLL_Rosaline,16.62,49.46,7.16,6.56,6.56,3.08,10.6
1H6_MESSENGERS.FRENCH.1,16.51,46.7,6.61,5.67,6.61,2.36,15.57
Wiv_BOYS,15.75,59.85,2.37,5.52,2.37,7.88,6.3
Mac_Malcolm,15.7,49.81,6.43,6.83,7.35,3.24,10.68
Ant_Iras,16.83,46.28,4.21,6.15,7.77,4.21,14.57
AWW_Fool,15.4,48.5,6.23,7.82,7.1,3.6,11.39
AYL_Phoebe,17.55,48.51,8.53,5.55,5.14,4.31,10.44
Ado_LeonatosBrother,15.94,53.82,5.49,6.56,6.16,2.95,9.11
WT_Sailor,14.48,50.66,5.93,5.93,7.9,3.95,11.19
2H4_LadyNorthumberland,15.95,49.28,5.8,8.7,7.25,2.9,10.15
Cor_MESSENGERS.X.3,14.29,53.34,5.72,8.58,1.91,3.81,12.39
AYL_LORDS.FREDERICK.LeBeau,12.9,48.7,8.24,6.45,6.18,4.94,12.63
2H4_Westmoreland,13.3,49.46,5.7,6.34,6.17,3.0,16.07
2H4_SERVANTS.FALSTAFF.1,16.27,49.05,4.79,5.27,5.75,5.27,13.64
Err_Angelo,15.18,51.34,7.06,5.45,4.2,5.54,11.25
Shr_Petruchio,16.49,50.22,6.38,5.61,7.21,3.39,10.72
1H6_SOLDIERS.ENGLISH.1,21.32,42.63,6.56,11.48,4.92,4.92,8.2
R2_Scroop,14.15,52.53,7.92,5.06,6.07,4.38,9.94
WT_Cleomenes,15.22,50.0,7.61,7.61,7.25,2.9,9.43
Jn_Peter,8.34,50.0,25.0,8.34,0.0,0.0,8.34
1H6_General,11.31,50.37,11.8,6.88,4.92,1.48,13.27
Ado_Verges,13.81,55.83,6.14,4.3,7.37,3.38,9.21
TGV_OUTLAWS.3,17.08,44.08,9.1,8.54,7.17,2.76,11.3
Rom_SERVANTS.CAPULET.0.1,8.93,48.22,7.59,7.59,12.95,3.58,11.17
2H6_Holland,15.0,47.5,9.17,6.95,8.62,3.89,8.89
2H6_Suffolk,15.51,50.22,6.73,6.03,7.48,3.41,10.65
AWW_King,15.31,49.58,7.12,7.16,6.34,4.02,10.52
Tmp_Ferdinand,17.88,49.71,6.26,6.26,5.89,2.71,11.3
Per_Leonine,19.48,47.2,6.0,5.62,4.87,3.38,13.49
H5_BishopOfCanterbury,12.65,52.78,6.08,7.22,6.99,3.35,10.98
Jn_HERALDS.ENGLISH,11.06,50.0,7.7,6.25,10.58,2.41,12.02
Ham_GravediggersCompanion,12.37,51.62,6.46,4.84,5.92,5.38,13.45
H5_MistressQuickly,17.14,52.46,4.92,5.07,6.26,6.41,7.75
JC_SOLDIERS.BRUTUS.Cato,17.53,46.4,5.16,7.22,9.28,6.19,8.25
R3_Archbishop,10.07,53.03,4.03,3.36,8.06,2.02,19.47
H8_Vaux,14.29,46.94,10.21,6.13,8.17,2.05,12.25
R2_Gardener,15.42,48.79,7.04,6.19,7.77,4.37,10.44
WT_SERVANTS.X.2,13.34,51.67,3.34,5.0,8.34,3.34,15.0
Wiv_Falstaff,17.26,48.85,5.99,6.99,6.61,3.84,10.5
3H6_GAMEKEEPERS.1,16.67,50.0,8.34,4.17,9.1,2.28,9.47
Cor_CITIZENS.ANTIUM.1,5.27,55.27,10.53,7.9,0.0,10.53,10.53
Ham_SAILORS.0.1,20.0,46.67,3.34,5.0,3.34,5.0,16.67
Tro_Antenor,10.0,40.0,10.0,10.0,20.0,10.0,0.0
2H6_Saye,14.37,49.34,5.32,8.25,7.58,3.46,11.71
R2_SERVANTS.EXTON.0.1,15.39,46.16,7.7,7.7,0.0,15.39,7.7
LLL_Nathaniel,14.57,50.86,8.3,6.78,6.58,2.33,10.62
2H4_LordBardolph,15.35,52.2,6.64,6.17,6.1,3.71,9.87
H8_Campeius,13.72,51.8,3.98,6.29,6.67,2.95,14.62
MV_Antonio,15.41,49.39,6.16,7.13,5.97,3.96,12.02
Tim_Fool,17.16,51.78,6.22,5.63,6.81,2.37,10.06
Per_KNIGHTS.0.1,12.5,47.73,7.96,2.28,10.23,3.41,15.91
Tim_MESSENGERS.X.3,18.59,49.36,2.57,7.06,7.06,3.21,12.18
Jn_Essex,14.01,48.0,8.0,4.0,6.0,4.0,16.0
2H6_Master,0.0,61.12,5.56,0.0,5.56,5.56,22.23
H8_Surveyor,15.76,49.6,6.54,6.89,6.54,6.42,8.29
Tro_SERVANTS.DIOMEDES.1,20.0,40.0,0.0,0.0,20.0,0.0,20.0
R3_BISHOPS,50.0,50.0,0.0,0.0,0.0,0.0,0.0
Cor_CONSPIRATORS.0.3,15.98,47.43,4.64,7.74,6.19,6.71,11.35
WT_Leontes,16.22,50.43,6.87,5.75,6.87,3.77,10.13
R3_BishopOfEly,16.67,43.75,6.25,4.17,7.3,7.3,14.59
Tro_Troilus,15.33,50.63,7.01,6.59,6.22,2.99,11.28
TNK_COUNTRYMEN.0.1,18.38,51.9,5.41,6.49,3.79,4.87,9.19
Ant_GUARDS.CAESAR.0.1,15.17,55.62,6.75,5.06,5.62,4.5,7.31
Ado_ATTENDANTS.0.1,16.67,66.67,0.0,0.0,0.0,0.0,16.67
Ham_Doctor,13.97,50.84,4.47,6.15,3.92,5.59,15.09
WT_Perdita,16.66,49.09,6.29,5.81,6.94,2.26,12.99
Cym_ATTENDANTS.2,15.2,50.4,6.4,4.0,9.6,3.2,11.2
WT_Archidamus,14.55,54.85,4.55,6.37,7.88,2.13,9.7
LLL_LORDS.0,18.19,45.46,0.0,0.0,9.1,9.1,18.19
Oth_OFFICERS.0.1,12.73,52.73,5.46,5.46,5.46,1.82,16.37
R2_Exton,13.3,46.23,8.77,7.56,9.67,4.84,9.67
H8_OldLady,15.62,47.85,5.21,6.65,7.54,3.0,14.18
Tro_Agamemnon,13.8,51.38,6.02,5.67,7.21,4.3,11.65
Tro_SERVANTS.TROILUS.1,5.89,52.95,0.0,5.89,11.77,11.77,11.77
Cor_Volumnia,16.36,48.82,7.94,5.3,5.71,4.43,11.48
R2_Salisbury,11.26,52.1,9.33,7.08,7.72,2.26,10.29
R2_Willoughby,15.35,52.98,5.45,4.96,9.41,2.98,8.92
Rom_SERVANTS.CAPULET.0.3,20.0,42.86,5.72,2.86,14.29,2.86,11.43
WT_ShepherdsSon,16.6,49.0,7.31,6.27,5.98,4.14,10.73
Cor_SOLDIERS.ROMAN.0.1,11.58,53.69,9.48,5.27,5.27,8.43,6.32
1H4_Vintner,11.12,57.41,11.12,1.86,7.41,1.86,9.26
1H6_SERVANTS.GLOUCESTER.0.2,18.0,52.0,6.0,6.67,4.67,1.34,11.34
Err_Balthasar,15.99,50.61,4.12,5.57,7.03,1.7,15.02
Ant_MESSENGERS.X.2,21.78,46.38,3.75,5.16,4.69,5.16,13.12
Mac_MESSENGERS.3,18.0,47.0,7.01,4.0,7.01,2.0,15.0
3H6_Father,16.5,49.0,9.0,9.0,3.25,4.25,9.0
3H6_WATCHMEN.1,14.64,52.85,4.88,4.07,8.95,7.32,7.32
Ham_Claudius,14.63,49.9,6.82,6.63,6.96,4.02,11.08
H5_MESSENGERS.X.3,15.79,36.85,5.27,5.27,10.53,0.0,26.32
2H6_Bevis,10.26,46.8,8.66,8.66,12.5,4.49,8.66
Ant_SOLDIERS.ANTONY.X.3,9.57,49.57,12.18,7.83,6.09,7.83,6.96
Ant_Egyptian,13.42,48.79,6.1,7.32,4.88,3.66,15.86
Jn_MESSENGERS.FRENCH.1,14.14,50.0,3.27,4.35,10.87,3.27,14.14
Cym_Pisanio,17.17,50.46,4.94,5.7,6.12,4.17,11.47
2H6_Somerset,14.18,50.0,5.73,5.23,7.97,4.23,12.69
H8_Brandon,12.24,50.36,3.6,3.6,10.08,5.04,15.11
Cor_CITIZENS.ROMAN,19.69,44.1,5.12,3.55,9.06,6.3,12.21
WT_Dion,15.05,48.19,7.25,8.08,5.58,2.51,13.38
3H6_ATTENDANTS.EDWARD.1,10.82,43.25,0.0,2.71,8.11,2.71,32.44
2H4_LadyPercy,13.95,47.73,7.11,7.24,7.78,4.83,11.4
Tit_Quintus,17.37,48.89,7.95,5.46,6.95,4.72,8.69
R2_Ross,13.81,47.05,7.89,5.64,7.89,5.08,12.68
Tit_TRIBUNES,16.67,45.46,3.04,4.55,7.58,7.58,15.16
Tim_FRIENDS.Ventidius,16.16,52.31,5.39,6.16,5.39,6.16,8.47
3H6_JohnMortimer,11.77,58.83,5.89,5.89,0.0,5.89,11.77
R2_Bushy,15.13,52.24,4.47,6.36,8.25,1.21,12.38
Wiv_MistressPage,15.81,49.18,5.63,6.21,6.62,5.87,10.72
MV_Lorenzo,15.13,50.26,6.57,6.53,5.62,3.94,11.98
Wiv_Fenton,16.33,48.43,8.13,5.96,5.89,5.19,10.1
Mac_Porter,13.53,44.67,5.7,7.3,12.1,6.59,10.15
Ado_Sexton,17.32,50.22,7.8,4.33,7.36,1.74,11.26
JC_Trebonius,13.8,55.18,3.45,7.76,0.87,6.04,12.94
Tmp_SPIRITS.Juno,14.64,57.32,6.1,0.0,8.54,2.44,10.98
2H6_CITIZENS,19.45,38.89,5.56,8.34,13.89,0.0,13.89
WT_Mopsa,21.25,40.42,8.75,4.17,5.84,4.17,15.42
Tim_STRANGERS.2,15.06,59.14,4.31,5.38,4.31,1.08,10.76
TN_Viola,17.27,49.99,5.95,7.0,5.28,3.18,11.37
Tit_Mutius,18.87,43.4,5.67,3.78,3.78,11.33,13.21
R3_GENTLEMEN.0.1,16.13,61.3,3.23,3.23,6.46,0.0,9.68
H5_Warwick,20.0,50.0,10.0,0.0,0.0,20.0,0.0
JC_PLEBEIANS.0.4,18.19,50.91,2.96,4.32,5.0,6.6,12.05
Per_Simonides,14.52,50.92,5.96,5.55,6.37,4.03,12.69
Mac_WITCHES.1,14.73,52.71,7.37,4.26,6.68,5.07,9.21
Err_DromioOfEphesus,19.18,47.5,6.03,4.68,6.2,4.3,12.14
Oth_GENTLEMEN.1,4.17,62.5,12.5,8.34,8.34,4.17,0.0
Cym_SENATORS.2,0,0,0,0,0,0,0
2H6_PETITIONERS.0.2,20.74,42.69,3.66,6.1,10.98,4.88,10.98
MND_RobinGoodfellow,15.17,49.93,7.53,5.83,6.49,4.02,11.08
R3_EdwardV,15.55,49.36,6.48,5.45,9.46,3.5,10.24
Cor_CITIZENS.ROMAN.4,10.89,51.03,2.05,9.53,6.13,6.13,14.29
Tim_BANDITS.3,20.91,46.37,4.55,8.19,3.64,7.28,9.1
AWW_LORDS.COURT.1,3.85,57.7,3.85,7.7,11.54,3.85,11.54
R3_Scrivener,13.34,58.23,5.78,5.34,6.23,4.89,6.23
Cym_LADIES.QUEEN,16.67,58.34,0.0,0.0,0.0,8.34,16.67
2H4_OFFICERS.Fang,13.87,50.5,3.97,6.94,7.93,3.97,12.88
JC_SERVANTS.OCTAVIUS.1,14.42,52.26,3.61,5.41,7.21,6.31,10.82
2H4_MESSENGERS.1,13.85,46.16,12.31,7.7,6.16,1.54,12.31
Ant_GUARDS,13.34,60.0,0.0,13.34,0.0,13.34,0.0
R3_EdwardIV,15.55,48.4,4.86,6.9,6.61,5.64,12.06
AWW_Bertram,16.11,48.87,5.37,6.58,6.66,4.24,12.19
MM_Provost,15.28,48.07,5.23,7.19,6.19,5.28,12.78
Ado_FriarFrancis,13.62,54.37,5.21,6.09,5.21,3.69,11.85
Err_Messenger,15.36,48.32,5.25,6.75,5.25,6.0,13.11
TN_Captain,16.08,48.9,6.83,7.05,5.73,3.53,11.9
Tro_Priam,13.66,52.91,7.51,6.15,7.51,2.74,9.56
Shr_Lucentio,16.47,50.19,5.64,7.44,6.13,3.72,10.43
2H4_Mouldy,15.65,51.4,2.24,6.15,6.15,6.15,12.3
Tit_GOTHS.0,19.7,56.07,6.07,3.04,0.0,3.04,12.13
Tit_Tamora,15.76,50.92,7.6,5.9,5.74,3.54,10.58
Shr_Grumio,16.29,47.5,7.09,6.41,7.25,5.3,10.2
Ham_MESSENGERS.1,13.29,50.35,6.3,5.6,11.19,3.5,9.8
JC_SOLDIERS.BRUTUS.Volumnius,12.13,60.61,3.04,9.1,0.0,0.0,15.16
1H6_Basset,15.13,47.95,7.44,6.16,8.72,2.31,12.31
H5_Pistol,14.83,49.04,7.44,8.14,7.89,2.88,9.82
R3_MURDERERS.1,15.68,51.33,7.97,4.94,6.2,5.19,8.73
Err_OFFICERS.Jailer,33.34,50.0,0.0,0.0,0.0,0.0,16.67
JC_PLEBEIANS.0.3,18.8,53.5,3.86,4.1,4.1,5.79,9.88
Rom_Mercutio,15.95,48.6,7.15,6.5,6.9,4.0,10.93
H8_Abergavenny,14.91,49.04,7.22,9.14,5.29,6.25,8.18
2H6_SimpcoxWife,16.67,50.0,0.99,9.81,3.93,6.87,11.77
Cor_SOLDIERS.VOLSCIAN.0.1,10.0,53.34,3.34,6.67,13.34,3.34,10.0
WT_Autolycus,17.01,48.75,6.89,6.49,6.75,4.04,10.11
TN_Malvolio,16.27,49.7,6.09,6.9,6.88,3.27,10.93
Cor_Virgilia,17.92,48.3,6.13,5.22,6.81,3.18,12.48
Cor_CITIZENS.ROMAN.0.1,17.53,47.65,6.24,5.42,6.71,5.18,11.3
Per_KNIGHTS.0.3,18.75,39.59,8.34,4.17,12.5,2.09,14.59
Tit_Marcus,14.74,51.55,7.42,6.08,5.47,3.9,10.87
TNK_Valerius,12.58,49.69,8.18,5.67,5.67,8.18,10.07
3H6_GAMEKEEPERS.2,16.3,47.58,6.61,3.09,12.34,4.41,9.7
AWW_Widow,16.43,46.53,6.12,5.16,6.84,5.04,13.91
Rom_Capulet,16.31,51.18,5.37,4.9,7.37,4.35,10.55
3H6_MESSENGERS.1,23.08,46.16,7.7,0.0,7.7,0.0,15.39
H8_Butts,11.41,50.88,7.02,2.64,7.9,6.15,14.04
Shr_SERVANTS.BAPTISTA.1,18.0,44.0,4.0,4.0,4.0,2.0,24.0
WT_SERVANTS.X.3,19.14,43.07,9.1,7.18,4.79,4.31,12.45
TNK_FRIENDS.1,16.36,48.7,8.18,4.09,4.84,5.58,12.27
H8_Cromwell,13.61,50.4,5.28,6.4,6.56,4.96,12.8
Jn_LadyFaulconbridge,14.85,53.72,8.74,4.81,3.94,3.5,10.49
H5_Brittany,18.1,56.2,4.77,5.72,5.72,1.91,7.62
AYL_Adam,15.56,49.9,5.64,6.79,5.43,3.66,13.05
Tit_Demetrius,15.67,50.2,7.53,5.4,4.87,4.87,11.49
1H4_SirMichael,14.82,55.56,4.63,3.71,4.63,1.86,14.82
3H6_Lieutenant,20.41,38.78,6.13,10.21,6.13,2.05,16.33
H5_SOLDIERS.ENGLISH.Bates,16.32,45.4,3.91,8.52,8.87,6.74,10.29
Cym_TRIBUNES.0.1,9.38,59.38,3.13,6.25,6.25,0.0,15.63
1H6_Shepherd,13.91,52.08,9.77,6.51,5.92,3.85,7.99
Mac_Angus,15.09,49.48,7.72,6.32,6.32,7.72,7.37
WT_SERVANTS.SHEPHERD.1,18.35,47.09,8.65,6.0,6.35,5.3,8.29
2H6_Lieutenant,13.52,48.32,8.81,6.04,8.3,3.59,11.47
Lr_Goneril,14.37,52.25,5.57,6.47,5.26,4.28,11.83
Ant_Soothsayer,15.49,46.47,6.25,8.16,4.9,3.81,14.95
2H4_BEADLES.0.1,16.16,41.54,5.39,9.24,8.47,6.16,13.08
2H4_GROOMS.2,18.75,56.25,6.25,6.25,0.0,6.25,6.25
Tit_Messenger,15.32,39.64,16.22,4.51,6.31,4.51,13.52
Wiv_MistressQuickly,15.52,50.96,4.76,6.1,6.07,4.36,12.27
2H6_Spirit,11.03,57.49,5.52,4.73,4.73,7.09,9.45
1H6_WARDERS.2,30.0,50.0,0.0,0.0,0.0,10.0,10.0
TNK_Boy,16.39,47.06,5.47,4.63,7.57,2.11,16.81
2H6_NEIGHBORS.2,16.67,33.34,0.0,8.34,8.34,16.67,16.67
Shr_PLAYERS,14.29,14.29,14.29,0.0,28.58,0.0,28.58
Ham_PLAYERS.Lucianus,13.52,54.06,5.41,4.51,12.62,1.81,8.11
Rom_FriarLawrence,15.09,50.58,8.26,6.08,6.44,3.06,10.52
Tit_Martius,16.61,51.4,8.4,6.0,4.4,5.2,8.0
1H6_WARDERS.1,20.0,45.0,12.5,0.0,5.0,7.5,10.0
3H6_WATCHMEN.2,19.55,50.58,4.6,4.6,3.45,3.45,13.8
1H6_Warwick,16.95,50.49,6.66,4.0,6.57,2.93,12.43
Per_Dionyza,15.26,49.53,5.6,6.0,7.35,4.32,11.99
Cor_AEDILES.X.3,20.78,44.16,10.39,6.5,0.0,2.6,15.59
2H6_GENTLEMEN.1,18.97,44.83,3.45,6.9,7.76,6.04,12.07
Rom_Apothecary,14.16,54.72,6.61,4.72,8.5,3.78,7.55
Per_LORDS.TYRE,20.0,60.0,0.0,20.0,0.0,0.0,0.0
Ant_MESSENGERS.ANTONY.1,13.18,48.51,8.39,10.18,5.39,2.4,11.98
H5_Erpingham,12.5,52.09,4.17,3.13,8.34,2.09,17.71
2H6_Michael,10.49,39.52,6.46,14.52,13.71,4.84,10.49
TGV_SERVANTS.1,31.58,26.32,10.53,5.27,5.27,0.0,21.06
TNK_Arcite,15.48,50.73,5.86,6.5,6.72,2.88,11.86
MND_Philostrate,16.76,53.08,5.31,5.59,4.47,2.8,12.02
MM_Nun,14.73,46.52,4.66,7.76,4.66,3.88,17.83
MV_Salerio,14.66,52.88,6.33,6.33,4.32,5.75,9.78
Lr_Edmund,15.45,51.28,7.16,6.63,5.74,3.7,10.07
MM_Barnardine,18.14,46.12,5.7,5.19,6.74,3.63,14.51
Rom_MUSICIANS.0.2,15.5,47.89,1.41,5.64,7.05,4.23,18.31
H5_SOLDIERS.ENGLISH.Williams,16.29,48.39,6.57,7.13,7.78,3.52,10.37
Shr_Curtis,14.08,49.1,6.14,4.7,6.5,6.5,13.0
Oth_Cassio,16.32,49.43,5.86,6.63,7.94,4.1,9.75
Ant_SERVANTS.X.2,6.67,60.0,0.0,13.34,6.67,6.67,6.67
Lr_Lear,15.34,49.83,7.47,6.23,7.21,3.34,10.62
Tit_Saturninus,15.98,49.39,7.84,6.58,5.08,3.81,11.36
H5_Westmoreland,11.67,52.34,7.67,6.67,8.34,5.34,8.0
2H6_NEIGHBORS.3,16.13,45.17,0.0,6.46,9.68,3.23,19.36
3H6_Hastings,17.19,52.4,5.92,6.48,6.48,2.82,8.74
Ant_MESSENGERS.X.1,23.08,38.47,0.0,7.7,7.7,0.0,23.08
2H6_Warwick,14.92,48.47,8.44,7.23,7.97,3.22,9.79
Cor_WATCHMEN.1,14.11,43.17,4.92,7.91,6.84,3.64,19.45
TN_ATTENDANTS.ORSINO.Valentine,16.0,52.5,4.5,6.0,3.51,4.0,13.5
MV_Nerissa,14.72,47.59,7.36,6.98,6.9,3.61,12.88
Cor_CONSPIRATORS.0.1,12.91,53.23,5.65,2.42,8.88,7.26,9.68
2H4_DRAWERS.Francis,11.66,53.4,9.71,6.8,5.83,2.92,9.71
TN_ATTENDANTS.OLIVIA.1,14.29,47.62,4.77,2.39,9.53,7.15,14.29
Ado_Dogberry,16.9,48.99,6.61,5.83,6.64,2.84,12.22
R3_HenryVI,15.1,48.12,11.33,6.61,8.5,3.78,6.61
R3_Surrey,16.67,61.12,5.56,0.0,5.56,5.56,5.56
R2_HERALDS.1,10.48,50.48,1.91,11.43,6.67,8.58,10.48
JC_PLEBEIANS.0.2,18.57,51.46,5.37,5.15,4.7,4.93,9.85
2H6_DuchessOfGloucester,17.26,49.24,7.81,5.06,7.81,3.14,9.73
Mac_SPIRITS.1,37.15,17.15,14.29,14.29,11.43,0.0,5.72
Ant_Taurus,25.0,50.0,0.0,0.0,0.0,0.0,25.0
2H6_Sheriff,19.05,55.56,3.18,3.18,4.77,4.77,9.53
H5_York,27.28,40.91,9.1,4.55,9.1,4.55,4.55
1H4_Poins,13.97,48.83,6.57,8.16,6.19,4.41,11.91
2H6_Clifford,14.32,48.97,8.09,5.55,6.24,4.62,12.25
Per_CITIZENS.TARSUS,13.05,34.79,4.35,8.7,13.05,0.0,26.09
TNK_Jailer,16.55,47.58,5.62,6.45,6.99,3.8,13.06
Tim_SENATORS.0.3,50.0,50.0,0.0,0.0,0.0,0.0,0.0
Tim_SERVANTS.LUCULLUS.1,13.16,42.11,2.64,5.27,5.27,10.53,21.06
TN_Orsino,15.37,50.45,7.94,7.4,5.64,3.6,9.64
LLL_Armado,17.13,48.2,7.22,6.98,6.82,2.84,10.83
Ant_SERVANTS,14.29,42.86,14.29,14.29,14.29,0.0,0.0
2H4_Bardolph,16.25,51.83,4.02,4.38,8.4,3.47,11.68
H5_AMBASSADORS.0.1,11.96,47.02,7.97,8.37,5.18,1.6,17.93
Per_Pericles,16.01,48.5,7.07,6.5,6.69,3.3,11.96
MND_Hermia,17.47,51.18,6.1,6.01,5.84,3.92,9.51
Tro_Ajax,16.5,46.97,7.34,5.05,8.14,5.16,10.89
Ham_Reynaldo,17.75,54.84,2.42,3.23,6.46,1.62,13.71
Tit_ATTENDANTS,13.8,44.83,0.0,3.45,6.9,6.9,24.14
Jn_Pandulph,13.47,52.34,7.8,6.58,6.7,3.05,10.1
2H6_MayorOfStAlbans,10.35,44.83,6.9,6.9,6.9,3.45,20.69
WT_Camillo,14.57,48.81,5.79,7.14,6.5,3.94,13.29
Tmp_Antonio,16.78,50.82,7.06,5.16,6.68,3.37,10.16
Lr_Doctor,21.01,46.64,5.05,4.21,8.83,6.31,7.99
Cym_MUSICIANS,10.12,51.69,7.87,4.5,13.49,4.5,7.87
Lr_MESSENGERS.X.1,17.06,46.52,7.76,5.04,8.53,6.21,8.92
1H4_TRAVELERS.CARRIERS.X,16.67,66.67,0.0,16.67,0.0,0.0,0.0
2H4_Davy,16.54,50.78,5.26,6.23,5.26,3.51,12.46
Lr_MESSENGERS.X.2,29.42,35.3,5.89,0.0,5.89,0.0,23.53
AWW_LORDS.COURT.2,11.12,51.86,3.71,11.12,7.41,3.71,11.12
2H4_MESSENGERS.Gower,12.94,49.14,4.32,6.04,6.9,5.18,15.52
H8_Griffith,14.88,52.18,4.47,6.64,6.64,5.73,9.5
Per_FISHERMEN.1,15.9,48.22,5.9,6.79,8.75,5.18,9.29
WT_LADIES.0.2,12.83,58.98,2.57,2.57,10.26,5.13,7.7
3H6_Westmorland,10.99,50.87,6.94,8.68,9.25,4.05,9.25
Tit_TRIBUNES.0.1,14.42,46.85,6.31,6.31,7.21,6.31,12.62
Ant_ATTENDANTS.CAESAR,26.67,26.67,13.34,6.67,6.67,0.0,20.0
1H6_Woodville,17.65,48.24,5.89,8.24,4.71,5.89,9.42
Oth_Roderigo,15.16,50.99,5.71,7.94,5.78,4.2,10.24
AYL_Jaques,15.23,50.17,6.65,6.77,7.78,3.59,9.84
WT_ATTENDANTS.X,17.17,42.47,9.64,6.33,6.63,6.63,11.15
H8_Cranmer,14.5,52.39,5.66,6.0,6.69,3.74,11.06
TGV_Antonio,19.25,48.22,7.35,4.77,7.15,4.37,8.93
Tit_Titus,16.31,49.54,7.71,5.42,5.64,3.87,11.54
