filename,bilabilal,linguaalveolar,linguadental,labiodental,linguavelar,glottal,linguapalatal
1H4_Archbishop,0.158823529412,0.496078431373,0.0745098039216,0.0588235294118,0.0666666666667,0.0333333333333,0.111764705882
1H4_Bardolph,0.16890080429,0.533512064343,0.0509383378016,0.0563002680965,0.0455764075067,0.0107238605898,0.134048257373
1H4_Bedford,0.142857142857,0.515873015873,0.0634920634921,0.0555555555556,0.0873015873016,0.0396825396825,0.0952380952381
1H4_Blunt,0.127551020408,0.530612244898,0.0714285714286,0.0561224489796,0.0680272108844,0.0340136054422,0.112244897959
1H4_Chamberlain,0.138181818182,0.48,0.0836363636364,0.0690909090909,0.0763636363636,0.0509090909091,0.101818181818
1H4_DRAWERS.Francis,0.146788990826,0.605504587156,0.0183486238532,0.0366972477064,0.045871559633,0.0275229357798,0.119266055046
1H4_Douglas,0.139280125196,0.474178403756,0.10172143975,0.0594679186228,0.0845070422535,0.0359937402191,0.104851330203
1H4_Falstaff,0.154136917262,0.488765224696,0.0734985300294,0.0744435111298,0.0731835363293,0.037379252415,0.0985930281394
1H4_Gadshill,0.144975288303,0.474464579901,0.0856672158155,0.0560131795717,0.103789126853,0.0345963756178,0.100494233937
1H4_Glendower,0.152981849611,0.484874675886,0.0605012964564,0.0605012964564,0.0751944684529,0.0354364736387,0.130509939499
1H4_HenryIV,0.141158120491,0.539676350166,0.0604406317021,0.0639500877364,0.0528368102944,0.0362643790213,0.105673620589
1H4_HenryV,0.150241725549,0.498946324532,0.0772282137102,0.0676831535887,0.068055039048,0.0317342258584,0.106111317714
1H4_Hotspur,0.152503052503,0.511843711844,0.0623931623932,0.0620268620269,0.0727716727717,0.0404151404151,0.0980463980464
1H4_LadyPercy,0.137579617834,0.524840764331,0.0777070063694,0.0675159235669,0.0522292993631,0.0343949044586,0.105732484076
1H4_MESSENGERS.1,0.0769230769231,0.384615384615,0.0,0.0769230769231,0.0,0.0769230769231,0.384615384615
1H4_MESSENGERS.2,0.294117647059,0.294117647059,0.0588235294118,0.0,0.176470588235,0.0,0.176470588235
1H4_MESSENGERS.X,0.141414141414,0.464646464646,0.0505050505051,0.0808080808081,0.0505050505051,0.0707070707071,0.141414141414
1H4_MistressQuickly,0.144393241167,0.499231950845,0.0752688172043,0.0491551459293,0.0599078341014,0.062980030722,0.109062980031
1H4_Mortimer,0.147058823529,0.523965141612,0.0631808278867,0.0588235294118,0.0642701525054,0.0348583877996,0.107843137255
1H4_Northumberland,0.160220994475,0.477900552486,0.0635359116022,0.0469613259669,0.0745856353591,0.0386740331492,0.138121546961
1H4_Ostler,0,0,0,0,0,0,0
1H4_Peto,0.191082802548,0.528662420382,0.0509554140127,0.0382165605096,0.0828025477707,0.0509554140127,0.0573248407643
1H4_Poins,0.139643861293,0.488284910965,0.0656044985942,0.0815370196813,0.0618556701031,0.0440487347704,0.119025304592
1H4_SERVANTS.HOTSPUR.1,0.166666666667,0.5,0.0,0.0333333333333,0.0333333333333,0.1,0.166666666667
1H4_Sheriff,0.146341463415,0.50406504065,0.0569105691057,0.0406504065041,0.0731707317073,0.0406504065041,0.138211382114
1H4_SirMichael,0.148148148148,0.555555555556,0.0462962962963,0.037037037037,0.0462962962963,0.0185185185185,0.148148148148
1H4_TRAVELERS.CARRIERS,0.142857142857,0.857142857143,0.0,0.0,0.0,0.0,0.0
1H4_TRAVELERS.CARRIERS.1,0.150943396226,0.471698113208,0.0905660377358,0.0679245283019,0.109433962264,0.0377358490566,0.0716981132075
1H4_TRAVELERS.CARRIERS.2,0.134920634921,0.539682539683,0.0674603174603,0.0555555555556,0.0912698412698,0.0277777777778,0.0833333333333
1H4_TRAVELERS.CARRIERS.X,0.166666666667,0.666666666667,0.0,0.166666666667,0.0,0.0,0.0
1H4_TRAVELERS.GENTLEMEN,0.2,0.6,0.05,0.1,0.0,0.0,0.05
1H4_TRAVELERS.GENTLEMEN.0.1,0.188679245283,0.547169811321,0.0566037735849,0.0566037735849,0.0566037735849,0.0377358490566,0.0566037735849
1H4_Vernon,0.15376344086,0.522580645161,0.0559139784946,0.058064516129,0.0720430107527,0.0365591397849,0.101075268817
1H4_Vintner,0.111111111111,0.574074074074,0.111111111111,0.0185185185185,0.0740740740741,0.0185185185185,0.0925925925926
1H4_Westmoreland,0.156896551724,0.506896551724,0.0758620689655,0.051724137931,0.0620689655172,0.0275862068966,0.118965517241
1H4_Worcester,0.14076143905,0.52706950751,0.052043311212,0.0674118057981,0.0674118057981,0.0321341250437,0.113168005589
1H6_Alanson,0.147100424328,0.502121640736,0.0707213578501,0.0608203677511,0.0509193776521,0.041018387553,0.12729844413
1H6_Basset,0.151282051282,0.479487179487,0.074358974359,0.0615384615385,0.0871794871795,0.0230769230769,0.123076923077
1H6_Bastard,0.133333333333,0.496551724138,0.0666666666667,0.0689655172414,0.064367816092,0.0505747126437,0.119540229885
1H6_Bedford,0.145424836601,0.509803921569,0.062908496732,0.0800653594771,0.0555555555556,0.031862745098,0.114379084967
1H6_Boy,0.173076923077,0.403846153846,0.0769230769231,0.134615384615,0.0384615384615,0.0192307692308,0.153846153846
1H6_Burgundy,0.159398496241,0.491729323308,0.0661654135338,0.0646616541353,0.0706766917293,0.0360902255639,0.111278195489
1H6_CardinalBeaufort,0.152719665272,0.492329149233,0.0690376569038,0.0634588563459,0.0718270571827,0.0327754532775,0.117852161785
1H6_Charles,0.153153153153,0.5,0.0735735735736,0.0775775775776,0.0635635635636,0.0275275275275,0.104604604605
1H6_Countess,0.149560117302,0.492668621701,0.0953079178886,0.0513196480938,0.0557184750733,0.0410557184751,0.114369501466
1H6_Exeter,0.152241918665,0.483837330553,0.0646506777894,0.0771637122002,0.0688216892596,0.0302398331595,0.123044838373
1H6_Fastolf,0.133333333333,0.457142857143,0.047619047619,0.114285714286,0.0666666666667,0.0285714285714,0.152380952381
1H6_Gargrave,0.108108108108,0.459459459459,0.108108108108,0.0810810810811,0.0810810810811,0.027027027027,0.135135135135
1H6_General,0.113022113022,0.503685503686,0.117936117936,0.0687960687961,0.04914004914,0.014742014742,0.132678132678
1H6_Glansdale,0.2,0.333333333333,0.133333333333,0.0666666666667,0.0666666666667,0.0666666666667,0.133333333333
1H6_Gloucester,0.138493578619,0.513363415481,0.0621312044429,0.0583130857341,0.0676848316557,0.0336688649774,0.126345019091
1H6_HenryVI,0.143557422969,0.488095238095,0.0563725490196,0.0717787114846,0.0798319327731,0.0192577030812,0.141106442577
1H6_JAILERS.0.1,0.209677419355,0.516129032258,0.0322580645161,0.0322580645161,0.0645161290323,0.0322580645161,0.112903225806
1H6_JohnTalbot,0.17115902965,0.509433962264,0.0633423180593,0.0956873315364,0.033692722372,0.0175202156334,0.109164420485
1H6_Lawyer,0.18,0.58,0.02,0.02,0.08,0.02,0.1
1H6_Legate,0.181818181818,0.545454545455,0.0,0.0,0.0,0.0,0.272727272727
1H6_Lucy,0.128805620609,0.504293520687,0.0616705698673,0.0804059328649,0.0686963309914,0.032006245121,0.124121779859
1H6_MESSENGERS.ENGLISH.1,0.156862745098,0.525490196078,0.043137254902,0.0627450980392,0.0823529411765,0.0156862745098,0.113725490196
1H6_MESSENGERS.ENGLISH.2,0.118811881188,0.49504950495,0.0693069306931,0.108910891089,0.0891089108911,0.029702970297,0.0891089108911
1H6_MESSENGERS.ENGLISH.3,0.12925170068,0.526530612245,0.0639455782313,0.0530612244898,0.0680272108844,0.0503401360544,0.108843537415
1H6_MESSENGERS.ENGLISH.X.1,0.147540983607,0.475409836066,0.0983606557377,0.0655737704918,0.0491803278689,0.0491803278689,0.114754098361
1H6_MESSENGERS.ENGLISH.X.2,0.191489361702,0.468085106383,0.0957446808511,0.0425531914894,0.0212765957447,0.0425531914894,0.13829787234
1H6_MESSENGERS.FRENCH.1,0.165094339623,0.466981132075,0.0660377358491,0.0566037735849,0.0660377358491,0.0235849056604,0.155660377358
1H6_MasterGunner,0.133858267717,0.496062992126,0.0984251968504,0.0708661417323,0.0748031496063,0.0314960629921,0.0944881889764
1H6_Mayor,0.156156156156,0.510510510511,0.0570570570571,0.0690690690691,0.0720720720721,0.012012012012,0.123123123123
1H6_Mortimer,0.160261058738,0.4829586657,0.0819434372734,0.065264684554,0.0768672951414,0.0297316896302,0.102973168963
1H6_OFFICERS.0.1,0.168316831683,0.534653465347,0.029702970297,0.029702970297,0.0693069306931,0.029702970297,0.138613861386
1H6_Porter,0.6,0.4,0.0,0.0,0.0,0.0,0.0
1H6_Pucelle,0.156739020697,0.49545683998,0.072942958102,0.0641090358405,0.0749621403332,0.0285209490156,0.107269056032
1H6_QueenMargaret,0.195698924731,0.464516129032,0.0387096774194,0.0752688172043,0.0666666666667,0.0344086021505,0.124731182796
1H6_Reignier,0.149943630214,0.518602029312,0.0496054114994,0.0586245772266,0.0732807215333,0.0360766629087,0.113866967306
1H6_SERVANTS.1,0.0,0.833333333333,0.0833333333333,0.0,0.0833333333333,0.0,0.0
1H6_SERVANTS.2,0.2,0.8,0.0,0.0,0.0,0.0,0.0
1H6_SERVANTS.3,0.133333333333,0.6,0.0666666666667,0.133333333333,0.0,0.0,0.0666666666667
1H6_SERVANTS.GLOUCESTER,0.205128205128,0.435897435897,0.102564102564,0.025641025641,0.128205128205,0.0,0.102564102564
1H6_SERVANTS.GLOUCESTER.0.1,0.146341463415,0.512195121951,0.0731707317073,0.0365853658537,0.0975609756098,0.0,0.134146341463
1H6_SERVANTS.GLOUCESTER.0.2,0.18,0.52,0.06,0.0666666666667,0.0466666666667,0.0133333333333,0.113333333333
1H6_SERVANTS.TALBOT.1,0.176470588235,0.470588235294,0.0,0.0,0.0,0.0,0.352941176471
1H6_SERVANTS.WINCHESTER.0.1,0.177777777778,0.533333333333,0.0666666666667,0.133333333333,0.0,0.0,0.0888888888889
1H6_SOLDIERS.ENGLISH.0.1,0.142857142857,0.571428571429,0.0,0.0,0.142857142857,0.0,0.142857142857
1H6_SOLDIERS.ENGLISH.1,0.213114754098,0.426229508197,0.0655737704918,0.114754098361,0.0491803278689,0.0491803278689,0.0819672131148
1H6_SOLDIERS.ENGLISH.Captain,0.116279069767,0.627906976744,0.046511627907,0.093023255814,0.0232558139535,0.0232558139535,0.0697674418605
1H6_SOLDIERS.ENGLISH.SOMERSET.0.1,0.172413793103,0.344827586207,0.0689655172414,0.137931034483,0.0,0.0689655172414,0.206896551724
1H6_SOLDIERS.FRENCH.PUCELLE.0.1,0.131578947368,0.526315789474,0.0526315789474,0.0526315789474,0.0789473684211,0.0,0.157894736842
1H6_SOLDIERS.FRENCH.Scout,0.126582278481,0.632911392405,0.0253164556962,0.0379746835443,0.0759493670886,0.0253164556962,0.0759493670886
1H6_SOLDIERS.FRENCH.Sergeant,0.114754098361,0.573770491803,0.0327868852459,0.0819672131148,0.0491803278689,0.016393442623,0.131147540984
1H6_Salisbury,0.162037037037,0.537037037037,0.0509259259259,0.0416666666667,0.0462962962963,0.037037037037,0.125
1H6_Shepherd,0.139053254438,0.520710059172,0.0976331360947,0.0650887573964,0.0591715976331,0.0384615384615,0.0798816568047
1H6_Somerset,0.15157480315,0.510826771654,0.0600393700787,0.0561023622047,0.0639763779528,0.0305118110236,0.126968503937
1H6_Suffolk,0.155598455598,0.498069498069,0.0637065637066,0.0621621621622,0.0814671814672,0.0355212355212,0.103474903475
1H6_Talbot,0.148802828218,0.503615619476,0.0658846215652,0.0710268359312,0.0613851839949,0.0334243933794,0.115860517435
1H6_Vernon,0.15144766147,0.494432071269,0.0779510022272,0.0534521158129,0.0579064587973,0.0356347438753,0.129175946548
1H6_WARDERS.1,0.2,0.45,0.125,0.0,0.05,0.075,0.1
1H6_WARDERS.2,0.3,0.5,0.0,0.0,0.0,0.1,0.1
1H6_WATCHMEN.1,0.164179104478,0.522388059701,0.0746268656716,0.0,0.0746268656716,0.0,0.164179104478
1H6_Warwick,0.169476486247,0.504880212955,0.0665483584738,0.0399290150843,0.0656610470275,0.0292812777285,0.124223602484
1H6_Watchman,0.176470588235,0.411764705882,0.0588235294118,0.0,0.235294117647,0.0,0.117647058824
1H6_Woodville,0.176470588235,0.482352941176,0.0588235294118,0.0823529411765,0.0470588235294,0.0588235294118,0.0941176470588
1H6_York,0.156204906205,0.502164502165,0.0656565656566,0.0631313131313,0.0699855699856,0.0313852813853,0.111471861472
2H4_Archbishop,0.146516853933,0.509213483146,0.0611235955056,0.0633707865169,0.0701123595506,0.0355056179775,0.114157303371
2H4_BEADLES.0.1,0.161538461538,0.415384615385,0.0538461538462,0.0923076923077,0.0846153846154,0.0615384615385,0.130769230769
