filename,fricative,affricate,glide,nasal,liquid,stop,glottal,linguaalveolar,linguapalatal,labiodental,bilabial,linguavelar,linguadental,voiced,voiceless,sibilant,nonsibilant,sonorant,nonsonorant,coronal,noncoronal,monophthong,diphthong,central,front,back,tense,lax,rounded,unrounded
1H4_Archbishop,0.30196078431372547,0.00980392156862745,0.050980392156862744,0.19411764705882353,0.14313725490196078,0.3,0.03333333333333333,0.49607843137254903,0.11176470588235295,0.058823529411764705,0.1588235294117647,0.06666666666666667,0.07450980392156863,0.6431372549019608,0.3568627450980392,0.13529411764705881,0.8647058823529412,0.38823529411764707,0.611764705882353,0.5568627450980392,0.44313725490196076,0.8495297805642633,0.15047021943573669,0.3510971786833856,0.322884012539185,0.1755485893416928,0.1974921630094044,0.6520376175548589,0.21316614420062696,0.6363636363636364
1H4_Bardolph,0.2734584450402145,0.01876675603217158,0.08847184986595175,0.19839142091152814,0.14745308310991956,0.2734584450402145,0.010723860589812333,0.5335120643431636,0.13404825737265416,0.05630026809651475,0.16890080428954424,0.045576407506702415,0.05093833780160858,0.6836461126005362,0.3163538873994638,0.1554959785522788,0.8445040214477212,0.4343163538873995,0.5656836461126006,0.5522788203753352,0.4477211796246649,0.8143459915611815,0.18565400843881857,0.25738396624472576,0.31645569620253167,0.24050632911392406,0.2109704641350211,0.6033755274261603,0.2109704641350211,0.6033755274261603
1H4_Bedford,0.30158730158730157,0.015873015873015872,0.07142857142857142,0.1349206349206349,0.15079365079365079,0.3253968253968254,0.03968253968253968,0.5158730158730159,0.09523809523809523,0.05555555555555555,0.14285714285714285,0.0873015873015873,0.06349206349206349,0.6349206349206349,0.36507936507936506,0.14285714285714285,0.8571428571428571,0.35714285714285715,0.6428571428571429,0.6031746031746031,0.3968253968253968,0.810126582278481,0.189873417721519,0.189873417721519,0.4177215189873418,0.20253164556962025,0.25316455696202533,0.5569620253164557,0.189873417721519,0.620253164556962
1H4_Blunt,0.30272108843537415,0.025510204081632654,0.04931972789115646,0.16666666666666666,0.1377551020408163,0.31802721088435376,0.034013605442176874,0.5306122448979592,0.11224489795918367,0.05612244897959184,0.12755102040816327,0.06802721088435375,0.07142857142857142,0.6258503401360545,0.3741496598639456,0.141156462585034,0.858843537414966,0.35374149659863946,0.6462585034013606,0.5799319727891157,0.4200680272108844,0.8641304347826086,0.1358695652173913,0.29891304347826086,0.38315217391304346,0.18206521739130435,0.20380434782608695,0.6603260869565217,0.18478260869565216,0.6793478260869565
1H4_Chamberlain,0.28,0.007272727272727273,0.06181818181818182,0.1890909090909091,0.16727272727272727,0.29454545454545455,0.05090909090909091,0.48,0.10181818181818182,0.06909090909090909,0.13818181818181818,0.07636363636363637,0.08363636363636363,0.6581818181818182,0.3418181818181818,0.07636363636363637,0.9236363636363636,0.41818181818181815,0.5818181818181818,0.5381818181818182,0.4618181818181818,0.8045977011494253,0.19540229885057472,0.26436781609195403,0.3563218390804598,0.1839080459770115,0.16091954022988506,0.6436781609195402,0.1839080459770115,0.6206896551724138
1H4_DRAWERS.Francis,0.22018348623853212,0.009174311926605505,0.045871559633027525,0.1834862385321101,0.22018348623853212,0.3211009174311927,0.027522935779816515,0.6055045871559633,0.11926605504587157,0.03669724770642202,0.14678899082568808,0.045871559633027525,0.01834862385321101,0.6880733944954128,0.3119266055045872,0.13761467889908258,0.8623853211009175,0.44954128440366975,0.5504587155963303,0.6146788990825688,0.3853211009174312,0.7746478873239436,0.22535211267605634,0.22535211267605634,0.28169014084507044,0.2676056338028169,0.23943661971830985,0.5352112676056338,0.323943661971831,0.4507042253521127
1H4_Douglas,0.3051643192488263,0.009389671361502348,0.053208137715179966,0.1784037558685446,0.15336463223787167,0.3004694835680751,0.03599374021909233,0.47417840375586856,0.10485133020344288,0.0594679186228482,0.13928012519561817,0.08450704225352113,0.10172143974960876,0.672926447574335,0.3270735524256651,0.107981220657277,0.892018779342723,0.38497652582159625,0.6150234741784038,0.5774647887323944,0.4225352112676056,0.7955112219451371,0.20448877805486285,0.26683291770573564,0.38902743142144636,0.1396508728179551,0.14713216957605985,0.6483790523690773,0.12718204488778054,0.6683291770573566
1H4_Falstaff,0.29441411171776566,0.011969760604787905,0.050923981520369595,0.19067618647627047,0.14468710625787484,0.30732885342293154,0.0373792524149517,0.4887652246955061,0.09859302813943721,0.0744435111297774,0.15413691726165477,0.07318353632927342,0.0734985300293994,0.6598068038639228,0.3401931961360773,0.10909281814363712,0.8909071818563629,0.3862872742545149,0.6137127257454851,0.5304493910121798,0.46955060898782025,0.7998402555910543,0.20015974440894568,0.2605431309904153,0.3717252396166134,0.16757188498402556,0.18194888178913737,0.6178913738019169,0.1643769968051118,0.6354632587859425
1H4_Gadshill,0.29983525535420097,0.016474464579901153,0.044481054365733116,0.214168039538715,0.13509060955518945,0.2899505766062603,0.03459637561779242,0.4744645799011532,0.10049423393739704,0.05601317957166392,0.14497528830313014,0.10378912685337727,0.085667215815486,0.6441515650741351,0.35584843492586493,0.12355848434925865,0.8764415156507414,0.39373970345963755,0.6062602965403624,0.528830313014827,0.471169686985173,0.8025641025641026,0.19743589743589743,0.2846153846153846,0.36666666666666664,0.15128205128205127,0.2128205128205128,0.5897435897435898,0.18461538461538463,0.617948717948718
1H4_Glendower,0.29213483146067415,0.011235955056179775,0.06568712186689715,0.1979256698357822,0.14693171996542784,0.28608470181503887,0.03543647363872083,0.4848746758859118,0.13050993949870354,0.06050129645635264,0.1529818496110631,0.07519446845289542,0.06050129645635264,0.6681071737251513,0.33189282627484873,0.13569576490924806,0.8643042350907519,0.4105445116681072,0.5894554883318929,0.5367329299913569,0.46326707000864303,0.8396094839609484,0.1603905160390516,0.29707112970711297,0.36541143654114366,0.17712691771269176,0.2203626220362622,0.6192468619246861,0.1896792189679219,0.6499302649930265
1H4_HenryIV,0.30649249366348214,0.020276857087151493,0.05225190095535192,0.18132189510625854,0.15032170013647886,0.28933515305127705,0.03626437902125171,0.5396763501657244,0.10567362058880873,0.06395008773640086,0.14115812049132384,0.05283681029440437,0.060440631702086176,0.6582179762136868,0.3417820237863131,0.14583739520374342,0.8541626047962566,0.38389549619808927,0.6161045038019107,0.5531292649639306,0.4468707350360694,0.842422320862397,0.15757767913760304,0.3069118579581484,0.3779327837666455,0.15757767913760304,0.212428662016487,0.62999365884591,0.17628408370323398,0.666138237159163
1H4_HenryV,0.30333457295153093,0.014751456551382174,0.055039047973224245,0.17776124953514316,0.15433246560059502,0.29478120738812447,0.031734225858435605,0.4989463245320441,0.10611131771414405,0.06768315358869469,0.15024172554853105,0.06805503904797322,0.07722821371017727,0.6562538738068675,0.3437461261931325,0.1266889797942234,0.8733110202057767,0.38713276310896244,0.6128672368910376,0.5560927234411801,0.4439072765588199,0.8078645123613004,0.19213548763869964,0.2770099279735254,0.3749270001946661,0.15592758419310881,0.1763675296865875,0.6314969826747129,0.15748491337356435,0.650379598987736
1H4_Hotspur,0.29255189255189257,0.014285714285714285,0.052625152625152626,0.19474969474969475,0.14395604395604394,0.3018315018315018,0.04041514041514042,0.5118437118437118,0.09804639804639805,0.06202686202686203,0.15250305250305252,0.07277167277167278,0.062393162393162394,0.6536019536019536,0.3463980463980464,0.1277167277167277,0.8722832722832723,0.39133089133089133,0.6086691086691086,0.541025641025641,0.45897435897435895,0.8215533980582524,0.17844660194174758,0.29184466019417477,0.3666019417475728,0.16310679611650486,0.19359223300970874,0.6279611650485437,0.17572815533980582,0.6458252427184467
1H4_LadyPercy,0.31337579617834393,0.015286624203821656,0.061146496815286625,0.18853503184713377,0.14394904458598726,0.27770700636942675,0.034394904458598725,0.5248407643312102,0.10573248407643313,0.06751592356687898,0.1375796178343949,0.05222929936305733,0.07770700636942675,0.6522292993630573,0.34777070063694265,0.1337579617834395,0.8662420382165605,0.39363057324840767,0.6063694267515923,0.5477707006369427,0.45222929936305734,0.8079331941544885,0.19206680584551147,0.2651356993736952,0.3695198329853862,0.1732776617954071,0.21085594989561587,0.5970772442588727,0.16701461377870563,0.6409185803757829
1H4_MESSENGERS.1,0.23076923076923078,0.0,0.07692307692307693,0.07692307692307693,0.46153846153846156,0.15384615384615385,0.07692307692307693,0.38461538461538464,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.0,0.0,0.7692307692307693,0.23076923076923078,0.07692307692307693,0.9230769230769231,0.6153846153846154,0.38461538461538464,0.6923076923076923,0.3076923076923077,0.875,0.125,0.125,0.25,0.5,0.375,0.5,0.5,0.375
1H4_MESSENGERS.2,0.17647058823529413,0.0,0.0,0.23529411764705882,0.23529411764705882,0.35294117647058826,0.0,0.29411764705882354,0.17647058823529413,0.0,0.29411764705882354,0.17647058823529413,0.058823529411764705,0.6470588235294118,0.35294117647058826,0.11764705882352941,0.8823529411764706,0.47058823529411764,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.8,0.2,0.3,0.3,0.2,0.1,0.7,0.1,0.7
1H4_MESSENGERS.X,0.37373737373737376,0.020202020202020204,0.020202020202020204,0.16161616161616163,0.1717171717171717,0.25252525252525254,0.0707070707070707,0.46464646464646464,0.1414141414141414,0.08080808080808081,0.1414141414141414,0.050505050505050504,0.050505050505050504,0.6666666666666666,0.3333333333333333,0.1717171717171717,0.8282828282828283,0.35353535353535354,0.6464646464646465,0.5656565656565656,0.43434343434343436,0.8275862068965517,0.1724137931034483,0.2413793103448276,0.39655172413793105,0.1896551724137931,0.1724137931034483,0.6551724137931034,0.1724137931034483,0.6551724137931034
1H4_MistressQuickly,0.3195084485407066,0.021505376344086023,0.0629800307219662,0.2196620583717358,0.12749615975422426,0.2488479262672811,0.0629800307219662,0.49923195084485406,0.10906298003072197,0.04915514592933948,0.1443932411674347,0.059907834101382486,0.07526881720430108,0.6728110599078341,0.3271889400921659,0.13210445468509985,0.8678955453149002,0.41013824884792627,0.5898617511520737,0.5161290322580645,0.4838709677419355,0.7354260089686099,0.2645739910313901,0.21973094170403587,0.2982062780269058,0.21748878923766815,0.20179372197309417,0.5336322869955157,0.21076233183856502,0.5246636771300448
1H4_Mortimer,0.29193899782135074,0.0196078431372549,0.05991285403050109,0.19934640522875818,0.13071895424836602,0.2984749455337691,0.034858387799564274,0.5239651416122004,0.10784313725490197,0.058823529411764705,0.14705882352941177,0.06427015250544663,0.06318082788671024,0.6427015250544662,0.3572984749455338,0.13507625272331156,0.8649237472766884,0.3899782135076253,0.6100217864923747,0.5370370370370371,0.46296296296296297,0.8436426116838488,0.1563573883161512,0.3075601374570447,0.38316151202749144,0.15292096219931273,0.20962199312714777,0.634020618556701,0.18213058419243985,0.6615120274914089
1H4_Northumberland,0.292817679558011,0.011049723756906077,0.058011049723756904,0.18232044198895028,0.1464088397790055,0.30939226519337015,0.03867403314917127,0.47790055248618785,0.13812154696132597,0.04696132596685083,0.16022099447513813,0.07458563535911603,0.06353591160220995,0.6602209944751382,0.3397790055248619,0.143646408839779,0.856353591160221,0.3867403314917127,0.6132596685082873,0.569060773480663,0.430939226519337,0.8440366972477065,0.1559633027522936,0.27522935779816515,0.39908256880733944,0.16972477064220184,0.17889908256880735,0.6651376146788991,0.17889908256880735,0.6651376146788991
1H4_Ostler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
