filename,fricative,affricate,glide,nasal,liquid,stop,glottal,linguaalveolar,linguapalatal,labiodental,bilabial,linguavelar,linguadental,voiced,voiceless,sibilant,nonsibilant,sonorant,nonsonorant,coronal,noncoronal,monophthong,diphthong,central,front,back,tense,lax,rounded,unrounded
2H6_Master,3,0,1,2,3,2,0,7,2,0,0,1,1,8,3,2,9,6,5,7,4,4,0,1,2,1,0,4,1,3
2H6_Mate,5,0,2,2,2,4,0,6,4,2,1,2,0,11,4,3,12,6,9,7,8,6,0,1,2,3,1,5,3,3
2H6_MayorOfStAlbans,6,1,2,1,5,6,0,8,4,2,3,2,2,15,6,2,19,8,13,11,10,10,1,2,7,1,2,8,1,9
2H6_Michael,35,1,9,13,25,27,4,42,11,15,13,17,8,78,32,8,102,47,63,56,54,60,5,17,33,10,14,46,11,49
2H6_NEIGHBORS.1,6,0,3,7,5,10,2,14,6,2,3,4,0,21,10,2,29,15,16,13,18,16,3,6,5,5,7,9,7,9
2H6_NEIGHBORS.2,4,0,0,2,2,3,2,4,2,1,1,1,0,8,3,1,10,4,7,4,7,6,1,4,2,0,2,4,1,5
2H6_NEIGHBORS.3,4,0,1,7,4,13,1,13,5,2,5,3,0,23,6,1,28,12,17,13,16,13,1,5,4,4,1,12,3,10
2H6_PETITIONERS,1,0,0,0,1,4,0,3,0,0,1,2,0,3,3,1,5,1,5,3,3,2,0,0,2,0,1,1,0,2
2H6_PETITIONERS.0.1,30,1,9,35,29,51,3,69,17,6,35,18,7,105,50,14,141,73,82,74,81,56,13,19,29,8,13,43,9,47
2H6_PETITIONERS.0.2,22,0,0,11,12,30,4,32,7,5,15,9,3,39,36,10,65,23,52,37,38,36,4,15,16,5,5,31,6,30
2H6_PRENTICES.1,3,0,0,3,2,8,1,7,2,1,2,2,1,9,7,0,16,5,11,9,7,10,1,2,6,2,6,4,2,8
2H6_PRENTICES.2,7,0,0,4,2,9,0,9,2,4,4,1,2,12,10,1,21,6,16,11,11,11,1,5,4,2,3,8,2,9
2H6_QueenMargaret,1388,35,247,794,630,1370,155,2143,465,311,709,360,321,2917,1547,601,3863,1671,2793,2401,2063,2084,271,634,1037,413,472,1612,370,1714
2H6_RichardIII,127,3,21,49,55,98,23,168,35,23,67,15,22,206,147,59,294,125,228,192,161,162,22,40,89,33,33,129,31,131
2H6_SERVANTS.GLOUCESTER.0.1,7,0,2,3,7,5,1,8,6,2,4,2,1,15,9,3,21,12,12,13,11,10,2,4,5,1,3,7,2,8
2H6_SOLDIERS.1,0,2,0,0,0,4,0,2,0,0,0,4,0,2,4,0,6,0,6,0,6,4,0,0,4,0,0,4,0,4
2H6_Salisbury,406,12,74,230,191,409,48,627,134,106,217,92,98,854,468,154,1168,495,827,725,597,604,87,212,283,109,129,475,118,486
2H6_Sawyer,19,1,7,9,9,12,6,22,8,5,8,4,4,39,18,4,53,25,32,25,32,33,2,8,20,5,7,26,5,28
2H6_Saye,216,7,37,111,106,206,22,321,86,62,104,48,40,440,243,92,591,254,429,369,314,317,42,88,159,70,59,258,61,256
2H6_Scales,34,1,11,19,17,30,4,49,17,9,16,10,7,72,40,14,98,47,65,55,57,54,7,12,30,12,10,44,13,41
2H6_Sheriff,15,1,2,17,5,17,3,30,5,2,12,3,2,36,21,8,49,24,33,26,31,31,4,10,16,5,8,23,6,25
2H6_Simpcox,61,1,14,58,41,98,1,155,24,14,51,20,8,184,89,38,235,113,160,150,123,104,30,28,48,28,21,83,21,83
2H6_SimpcoxWife,31,0,6,17,18,26,6,47,14,11,16,3,1,62,36,13,85,41,57,53,45,43,7,8,23,12,11,32,11,32
2H6_Smith,90,4,17,38,42,92,16,126,26,27,35,36,17,168,115,30,253,97,186,146,137,152,14,41,82,29,34,118,24,128
2H6_Somerset,102,3,18,60,59,115,15,177,37,21,55,30,22,232,125,44,313,137,220,198,159,178,18,62,90,26,44,134,32,146
2H6_Spirit,38,0,5,20,16,40,9,69,10,6,13,5,7,76,43,16,103,41,78,68,51,53,7,13,35,5,7,46,3,50
2H6_Stafford,70,2,14,36,37,66,2,104,29,17,33,18,22,159,66,29,196,87,138,128,97,106,15,37,49,20,20,86,20,86
2H6_Stanley,26,2,8,18,13,38,1,53,19,5,13,8,6,70,35,14,91,39,66,63,42,59,4,16,25,18,20,39,19,40
2H6_Suffolk,1280,32,213,713,584,1326,125,2030,437,267,684,302,303,2676,1472,585,3563,1510,2638,2315,1833,1863,277,569,935,359,416,1447,362,1501
2H6_Thump,101,0,14,64,50,93,14,133,36,26,63,27,23,203,119,38,284,128,194,168,154,140,36,35,75,30,34,106,24,116
2H6_Vaux,66,3,1,32,17,55,13,93,9,11,22,18,8,94,80,34,140,50,124,92,82,84,11,28,42,14,19,65,14,70
2H6_Warwick,646,13,91,295,268,627,56,921,176,158,302,147,180,1274,666,252,1688,654,1286,1094,846,887,113,292,427,168,201,686,159,728
2H6_Whitmore,77,2,17,35,41,84,5,125,28,20,45,12,21,163,93,31,225,93,163,147,109,115,25,31,58,26,21,94,22,93
2H6_WilliamStafford,26,2,10,10,15,29,1,39,11,9,11,10,11,64,28,5,87,35,57,51,41,45,2,14,22,9,8,37,10,35
2H6_York,1723,45,253,952,847,1675,198,2689,578,386,811,442,391,3536,1959,748,4747,2052,3443,3065,2430,2469,347,777,1214,478,513,1956,471,1998
2H6_YoungClifford,196,5,31,103,94,174,14,312,65,57,85,23,47,401,202,78,525,228,375,342,261,268,40,79,138,51,60,208,51,217
3H6_ALDERMEN,4,0,1,1,4,1,0,3,2,2,1,1,2,9,2,0,11,6,5,8,3,3,1,1,0,2,0,3,2,1
3H6_ATTENDANTS.EDWARD.1,6,0,3,5,9,10,1,14,10,1,4,3,0,23,10,4,29,17,16,17,16,17,3,5,7,5,3,14,6,11
3H6_Clarence,464,18,110,241,223,413,48,698,149,114,241,99,120,944,525,182,1287,574,895,799,670,672,107,202,334,136,184,488,146,526
3H6_Clifford,703,20,93,319,292,574,82,971,207,149,273,116,203,1291,710,269,1732,704,1297,1152,849,841,160,245,413,183,188,653,179,662
3H6_EdwardIV,1920,51,440,1080,857,1898,197,3061,640,385,1048,421,494,4123,2123,844,5402,2377,3869,3444,2802,2779,419,862,1434,483,659,2120,516,2263
3H6_Exeter,82,2,13,33,38,66,11,104,27,14,31,25,22,142,92,35,199,84,150,134,100,106,13,23,59,24,28,78,21,85
3H6_Father,146,3,19,61,55,95,16,177,35,36,66,12,37,250,129,57,322,135,244,208,171,173,41,39,102,32,39,134,24,149
3H6_GAMEKEEPERS.1,81,2,21,34,34,76,5,123,21,12,41,24,22,157,91,42,206,89,159,146,102,122,13,38,61,23,34,88,22,100
3H6_GAMEKEEPERS.2,52,1,19,42,21,61,7,90,17,6,34,28,14,125,71,25,171,82,114,98,98,95,10,24,57,14,21,74,12,83
3H6_Hastings,96,2,20,64,50,88,9,162,29,22,56,22,20,216,104,45,275,134,186,178,142,144,19,41,76,27,31,113,26,118
3H6_HenryVI,1579,41,300,967,760,1539,145,2501,543,354,881,356,406,3408,1778,674,4512,2027,3159,2840,2346,2288,398,704,1104,480,535,1753,481,1807
3H6_Huntsman,8,0,2,4,4,7,0,11,2,1,5,2,4,19,6,3,22,10,15,16,9,9,3,2,6,1,1,8,1,8
3H6_JohnMortimer,5,0,1,3,3,4,1,9,2,1,2,0,1,10,6,2,14,7,9,10,6,9,0,2,6,1,6,3,1,8
3H6_KingLewis,290,3,78,149,137,281,15,455,101,59,162,71,75,612,326,141,797,364,574,535,403,409,52,111,234,64,111,298,79,330
3H6_LadyBona,34,2,12,20,21,39,7,53,20,5,23,12,8,87,41,14,114,53,75,65,63,51,12,12,29,10,10,41,10,41
3H6_Lieutenant,11,4,1,9,9,12,0,17,8,5,10,3,3,32,14,3,43,19,27,20,26,21,3,7,13,1,1,20,1,20
3H6_MESSENGERS.1,4,1,1,4,4,3,0,6,4,0,4,1,2,13,4,2,15,9,8,11,6,6,1,1,3,2,0,6,1,5
3H6_MESSENGERS.2,4,0,2,0,1,5,0,4,1,0,5,0,2,6,6,2,10,3,9,7,5,5,1,1,3,1,1,4,1,4
3H6_MESSENGERS.Post,137,5,33,77,76,119,22,204,67,25,76,27,26,307,140,64,383,186,261,253,194,201,19,58,95,48,55,146,51,150
3H6_MESSENGERS.X.1,18,1,7,11,16,13,1,30,15,3,8,2,7,51,15,7,59,34,32,39,27,27,2,6,15,6,7,20,7,20
3H6_MESSENGERS.X.2,100,1,23,48,41,98,12,152,27,24,42,27,27,200,111,37,274,112,199,164,147,140,15,50,61,29,24,116,22,118
3H6_MESSENGERS.X.3,15,0,6,9,4,16,0,19,6,4,11,7,3,33,17,8,42,19,31,20,30,21,2,9,7,5,6,15,6,15
3H6_MESSENGERS.X.4,20,0,4,20,14,25,2,32,12,6,15,9,7,61,22,5,78,38,45,41,42,34,5,11,15,8,4,30,7,27
3H6_MESSENGERS.X.5,7,0,2,1,11,9,0,12,10,3,4,0,1,22,8,3,27,14,16,21,9,16,0,1,9,6,6,10,6,10
3H6_MayorOfYork,25,0,7,13,18,17,1,35,16,9,9,5,5,58,22,10,70,38,42,45,35,37,9,10,15,12,10,27,14,23
3H6_Montague,64,2,9,51,31,71,7,113,21,17,36,17,17,159,69,23,205,91,137,119,109,90,19,35,32,23,18,72,20,70
3H6_Montgomery,48,4,20,32,32,69,5,97,23,18,33,23,6,129,76,19,186,84,121,103,102,96,16,27,46,23,30,66,28,68
3H6_Norfolk,16,1,4,5,7,10,3,20,4,6,5,2,3,26,17,4,39,16,27,21,22,19,3,6,8,5,4,15,4,15
3H6_Northumberland,135,4,23,78,46,139,22,202,41,26,76,28,30,255,170,57,368,147,278,215,210,194,28,47,104,43,51,143,43,151
3H6_Oxford,162,12,30,84,77,132,18,248,47,35,83,23,43,335,162,66,431,191,306,273,224,213,33,69,96,48,47,166,47,166
3H6_PrinceEdward,202,7,37,94,90,190,22,297,78,48,89,39,47,388,232,85,535,221,399,350,270,283,46,70,147,66,69,214,67,216
3H6_QueenElizabeth,302,10,66,193,161,319,21,517,132,66,180,68,67,685,366,148,903,420,631,587,464,471,85,121,243,107,108,363,111,360
3H6_QueenMargaret,1269,29,258,644,620,1262,126,2004,479,260,632,259,322,2652,1430,561,3521,1522,2560,2350,1732,1729,278,492,866,371,350,1379,341,1388
3H6_RichardIII,1780,44,341,915,821,1741,182,2716,595,383,874,408,484,3656,1986,731,4911,2077,3565,3173,2469,2544,393,770,1260,514,587,1957,541,2003
3H6_Rivers,31,1,9,20,7,28,1,47,6,6,23,6,7,64,32,17,79,36,60,48,48,50,4,16,27,7,6,44,6,44
3H6_Rutland,99,3,12,50,44,102,11,161,17,21,55,23,22,195,115,45,265,106,204,170,140,158,28,38,93,27,40,118,27,131
3H6_SOLDIERS.MONTGOMERY,4,0,1,1,4,1,0,3,2,2,1,1,2,9,2,0,11,6,5,8,3,3,1,1,0,2,0,3,2,1
3H6_SOLDIERS.YORK,4,0,1,1,4,1,0,3,2,2,1,1,2,9,2,0,11,6,5,8,3,3,1,1,0,2,0,3,2,1
3H6_SOLDIERS.YORK.0.1,13,0,2,8,10,12,0,18,5,7,3,7,5,38,7,1,44,20,25,26,19,19,3,11,4,4,2,17,4,15
3H6_Somerset,147,3,35,74,87,149,23,228,59,38,93,26,28,317,178,58,437,196,299,272,223,223,26,59,118,46,54,169,40,183
3H6_Somerville,27,0,5,15,14,17,7,35,12,3,12,4,5,49,29,12,66,34,44,43,35,36,7,10,19,7,7,29,6,30
3H6_Son,110,0,16,68,37,84,13,139,20,32,67,16,28,213,102,37,278,121,194,154,161,137,34,35,73,29,30,107,24,113
3H6_Tutor,8,1,1,12,6,16,1,25,1,2,10,3,2,32,12,3,41,19,25,20,24,21,4,8,10,3,5,16,3,18
3H6_WATCHMEN.1,40,2,2,19,14,34,9,58,8,5,15,10,6,59,52,20,91,35,76,64,47,47,6,10,30,7,7,40,5,42
3H6_WATCHMEN.2,23,1,4,15,10,26,3,42,7,4,17,2,4,52,27,12,67,29,50,42,37,39,7,11,20,8,9,30,8,31
3H6_WATCHMEN.3,39,3,10,21,11,44,9,66,4,6,25,10,8,75,53,16,112,42,86,64,64,58,9,18,35,5,13,45,5,53
3H6_Warwick,1997,58,350,1140,1005,1945,234,3173,713,453,976,491,455,4180,2315,855,5640,2495,4000,3595,2900,2831,434,893,1383,555,645,2186,576,2255
3H6_Westmorland,54,1,4,30,26,50,6,84,15,15,20,14,11,112,53,22,143,60,105,92,73,65,11,23,29,13,14,51,11,54
3H6_York,737,17,158,415,344,726,67,1132,256,161,420,152,209,1579,818,300,2097,917,1480,1323,1074,1063,178,357,495,211,238,825,199,864
AWW_ATTENDANTS.KING.0.1,14,2,3,8,12,19,1,31,10,2,10,3,1,39,19,10,48,23,35,35,23,25,3,7,13,5,7,18,6,19
AWW_ATTENDANTS.KING.0.2,15,1,4,5,11,15,1,28,9,3,4,3,3,28,23,8,43,20,31,32,19,26,2,5,14,7,9,17,9,17
AWW_Bertram,1047,23,219,646,444,1052,133,1639,407,241,585,226,200,2163,1268,473,2958,1309,2122,1825,1606,1617,268,493,782,342,413,1204,359,1258
AWW_Countess,1189,44,242,652,449,1058,152,1797,398,258,571,194,264,2295,1339,515,3119,1343,2291,1941,1693,1756,255,539,842,375,473,1283,423,1333
AWW_Diana,506,15,123,338,223,460,78,787,187,108,306,94,105,1125,540,215,1450,684,981,859,806,772,161,182,423,167,195,577,153,619
AWW_Duke,82,1,10,39,44,61,7,107,35,20,40,10,18,152,85,37,200,93,144,133,104,99,12,35,42,22,15,84,18,81
AWW_Epilogue,21,1,10,13,12,32,1,48,13,1,14,6,6,60,29,13,76,35,54,50,39,36,5,10,19,7,7,29,6,30
AWW_Fool,836,21,157,511,375,772,78,1267,301,227,436,183,180,1805,867,351,2321,1043,1629,1413,1259,1322,159,405,662,255,257,1065,261,1061
AWW_GENTLEMEN.1,30,1,5,24,10,40,7,63,3,8,19,5,5,74,36,10,100,39,71,58,52,51,9,17,24,10,10,41,7,44
AWW_GENTLEMEN.2,43,1,10,30,18,39,4,62,16,11,29,9,10,96,45,18,123,58,83,68,73,68,5,22,31,15,15,53,13,55
AWW_GENTLEMEN.3,80,2,14,39,26,59,16,104,23,19,32,13,13,134,86,32,188,79,141,110,110,101,17,30,51,20,26,75,26,75
AWW_Helen,1908,54,393,1115,812,1833,218,2976,661,444,1070,362,384,3878,2237,862,5253,2320,3795,3266,2849,2806,428,839,1441,526,625,2181,542,2264
AWW_King,1630,44,296,855,593,1465,178,2391,482,369,777,312,374,3027,1856,709,4174,1744,3139,2649,2234,2231,370,663,1111,457,550,1681,471,1760
AWW_LORDS.COURT.1,5,0,2,7,1,9,1,14,2,2,1,3,1,16,8,1,23,10,14,11,13,13,0,5,6,2,3,10,3,10
AWW_LORDS.COURT.2,7,0,3,6,2,9,1,14,3,3,3,2,1,17,10,2,25,11,16,12,15,14,0,4,7,3,5,9,4,10
AWW_LORDS.COURT.3,5,0,2,5,1,6,1,10,2,2,1,2,1,12,7,1,18,8,11,9,10,11,0,4,5,2,3,8,3,8
AWW_LORDS.COURT.4,8,0,3,8,1,8,1,14,2,3,2,4,2,16,12,2,26,12,16,13,15,15,1,5,7,3,3,12,3,12
AWW_LORDS.DUMAINE.1,608,13,123,357,254,591,104,923,192,144,329,139,115,1226,720,245,1701,734,1212,976,970,900,101,293,428,179,220,680,166,734
AWW_LORDS.DUMAINE.2,510,13,83,264,190,408,103,703,150,119,216,94,83,881,587,205,1263,537,931,755,713,720,64,194,399,127,166,554,127,593
AWW_Lafew,1206,31,232,651,487,1097,145,1798,392,271,576,238,284,2414,1290,506,3198,1370,2334,2000,1704,1810,308,589,845,376,441,1369,407,1403
AWW_Mariana,116,5,14,49,32,80,8,149,30,20,35,19,35,192,104,53,243,95,201,171,125,142,19,56,62,24,28,114,25,117
AWW_Page,3,0,2,2,4,1,0,4,4,1,2,1,0,9,3,2,10,8,4,6,6,5,1,2,0,3,2,3,4,1
AWW_Parolles,1562,53,296,938,720,1546,161,2570,542,369,866,287,320,3328,1787,712,4403,1954,3161,2794,2321,2444,364,740,1227,477,534,1910,476,1968
AWW_SOLDIERS,0,0,0,0,5,11,0,0,5,0,2,9,0,10,6,0,16,5,11,5,11,4,4,0,0,4,0,4,0,4
AWW_SOLDIERS.0.1,2,0,2,1,7,14,0,6,5,0,5,10,0,15,11,2,24,10,16,10,16,9,6,2,3,4,1,8,1,8
AWW_SOLDIERS.Interpreter,327,10,97,158,127,313,37,498,118,71,172,63,73,630,402,146,886,382,650,538,494,504,61,151,240,113,138,366,124,380
AWW_Servant,26,0,1,13,8,16,7,27,4,6,7,7,6,34,30,7,57,22,42,32,32,31,1,11,14,6,10,21,7,24
AWW_Steward,207,4,40,117,73,190,29,300,64,57,111,34,36,396,235,85,546,230,401,326,305,291,40,84,149,58,82,209,71,220
AWW_Widow,233,7,59,126,112,221,32,343,106,42,131,54,50,484,274,109,649,297,461,399,359,334,68,93,172,69,89,245,74,260
AYL_Adam,259,10,74,161,128,250,25,431,121,66,136,49,54,580,302,114,768,363,519,467,415,399,56,104,191,104,108,291,102,297
AYL_Audrey,71,4,21,45,21,79,9,124,20,11,40,18,19,165,76,32,209,87,154,131,110,121,18,39,50,32,27,94,22,99
AYL_Celia,1170,34,263,579,476,1041,135,1693,397,256,573,220,289,2266,1297,490,3073,1318,2245,1925,1638,1709,223,542,798,369,413,1296,373,1336
AYL_Charles,213,2,38,108,98,192,33,299,77,47,86,56,53,446,205,80,571,244,407,357,294,313,42,102,145,66,80,233,84,229
AYL_Corin,290,8,65,155,130,299,28,460,119,67,140,63,70,609,338,125,822,350,597,512,435,464,59,150,219,95,117,347,100,364
AYL_Dennis,10,0,4,1,6,7,2,13,8,0,2,2,1,17,11,7,21,11,17,18,10,15,0,2,7,6,6,9,6,9
AYL_DukeFrederick,302,8,52,166,108,257,32,450,88,53,143,42,85,581,312,132,761,326,567,494,399,432,63,131,216,85,113,319,86,346
AYL_DukeSenior,480,12,105,243,206,441,45,740,167,110,227,86,112,971,516,213,1274,554,933,832,655,659,73,201,339,119,151,508,130,529
AYL_Hymen,85,3,23,47,28,63,16,113,35,13,33,17,22,168,81,34,215,98,151,131,118,119,11,31,57,31,32,87,34,85
AYL_Jaques,913,27,180,575,389,848,103,1442,272,210,462,224,219,1935,997,381,2551,1144,1788,1542,1390,1409,181,424,714,271,310,1099,268,1141
AYL_LORDS.FREDERICK.0.1,21,0,0,10,5,17,4,28,4,4,6,1,6,35,18,7,46,15,38,31,22,30,3,16,12,2,8,22,6,24
AYL_LORDS.FREDERICK.0.2,41,2,8,19,25,35,2,65,20,7,16,9,11,86,44,21,109,52,78,78,52,70,5,23,33,14,16,54,15,55
AYL_LORDS.FREDERICK.LeBeau,232,7,38,95,105,202,34,327,90,45,89,35,59,434,245,94,585,238,441,383,296,333,30,110,148,75,94,239,88,245
AYL_LORDS.SENIOR,24,0,4,10,6,20,5,29,5,4,9,5,7,38,26,8,56,20,44,33,31,31,1,12,15,4,12,19,6,25
AYL_LORDS.SENIOR.0.1,208,8,29,111,92,204,30,319,69,38,93,49,54,415,237,86,566,232,420,367,285,291,23,98,142,51,71,220,56,235
AYL_LORDS.SENIOR.0.2,42,0,9,21,12,37,10,57,9,5,19,9,12,76,45,15,106,42,79,63,58,54,2,19,28,7,16,38,9,45
AYL_LORDS.SENIOR.Amiens,156,4,32,92,69,139,11,247,47,26,72,42,47,324,168,72,420,193,299,277,215,208,29,52,119,37,57,151,37,171
AYL_Oliver,639,16,133,384,281,623,91,1051,206,122,343,121,142,1347,729,284,1792,798,1278,1098,978,953,133,281,476,196,223,730,191,762
AYL_OliverMartext,20,0,1,17,9,15,1,30,5,8,9,5,4,43,19,7,55,27,35,31,31,30,3,10,15,5,5,25,4,26
AYL_Orlando,1226,34,270,718,551,1219,120,1856,465,281,711,254,331,2634,1384,494,3524,1539,2479,2176,1842,1884,336,554,918,412,451,1433,403,1481
AYL_Phoebe,333,8,60,199,134,352,44,522,106,58,197,56,103,676,410,128,958,393,693,604,482,540,98,130,305,105,132,408,105,435
AYL_Rosalind,2829,63,748,1719,1306,2697,342,4425,1140,675,1570,569,641,6186,3176,1171,8191,3773,5589,4855,4507,4514,660,1292,2167,1055,1131,3383,1042,3472
AYL_SERVANTS.1,94,1,20,66,51,114,15,168,26,14,55,41,27,232,114,38,308,137,209,222,124,163,33,65,82,16,31,132,18,145
AYL_SERVANTS.2,91,1,16,56,45,98,15,144,25,15,45,36,27,207,100,34,273,117,190,199,108,143,31,63,68,12,25,118,16,127
AYL_SecondBrother,80,0,12,35,32,77,14,110,23,15,39,15,20,146,90,31,205,79,157,135,101,102,10,32,50,20,27,75,26,76
AYL_Silvius,283,3,41,150,102,281,24,415,89,82,144,44,62,539,321,115,745,293,567,451,409,410,71,105,231,74,118,292,61,349
AYL_Touchstone,1201,29,268,664,528,1246,107,1940,397,268,672,260,292,2556,1380,534,3402,1460,2476,2146,1790,1986,248,617,972,397,431,1555,415,1571
AYL_William,17,0,5,5,3,18,2,28,5,1,5,6,1,25,23,13,35,13,35,30,18,30,5,13,9,8,15,15,16,14
Ado_ATTENDANTS.0.1,1,0,0,1,2,1,0,3,1,0,1,0,0,4,1,1,4,3,2,4,1,2,1,0,2,0,0,2,0,2
Ado_Antonio,2,0,3,6,3,11,1,14,3,1,5,1,0,14,11,0,25,12,13,13,12,15,3,4,6,5,5,10,5,10
Ado_Balthasar,96,0,26,80,32,79,8,165,27,20,52,23,18,219,94,50,263,138,175,157,156,136,17,38,65,33,31,105,33,103
Ado_Beatrice,1142,24,288,779,527,1207,179,1964,405,243,655,276,245,2609,1358,475,3492,1594,2373,2032,1935,1925,269,511,1018,396,386,1539,356,1569
Ado_Benedick,1798,49,433,1123,827,1883,224,2931,654,398,1061,425,420,3986,2127,756,5357,2383,3730,3184,2929,2920,509,821,1491,608,694,2226,619,2301
Ado_Borachio,529,15,90,355,243,537,69,884,202,97,288,96,133,1154,615,230,1539,688,1081,962,807,841,141,253,408,180,212,629,178,663
Ado_Boy,2,0,0,1,2,1,1,3,1,0,1,0,0,4,2,1,5,3,3,4,2,4,1,1,3,0,2,2,1,3
Ado_Claudio,1064,28,241,594,456,1003,166,1643,395,223,561,173,225,2144,1242,450,2936,1291,2095,1803,1583,1565,286,411,838,316,373,1192,311,1254
Ado_Conrade,122,1,43,66,43,101,8,177,61,25,55,12,38,248,128,51,325,152,224,206,170,222,28,64,110,48,43,179,44,178
Ado_Dogberry,747,21,179,475,347,822,66,1261,317,162,435,167,183,1696,895,336,2255,1001,1590,1374,1217,1254,156,346,599,309,273,981,289,965
Ado_DonJohn,425,8,111,278,198,461,57,699,169,92,268,100,96,945,536,180,1301,587,894,781,700,729,123,200,366,163,191,538,166,563
Ado_DonPedro,1304,33,314,665,523,1309,212,2027,427,255,668,251,308,2611,1537,529,3619,1502,2646,2232,1916,2100,281,598,1092,410,519,1581,418,1682
Ado_FriarFrancis,337,7,66,201,165,342,38,600,125,75,156,60,64,714,404,160,958,432,686,625,493,511,69,147,266,98,119,392,93,418
Ado_Hero,489,7,98,297,215,539,49,822,161,106,267,123,117,1072,573,217,1428,610,1035,873,772,787,130,240,399,148,172,615,157,630
Ado_Leonato,1393,31,280,815,586,1337,175,2081,527,320,743,273,323,2856,1586,575,3867,1681,2761,2371,2071,2089,349,597,1059,433,569,1520,485,1604
Ado_LeonatosBrother,194,4,52,139,93,218,17,370,69,49,110,44,41,461,239,87,613,284,416,367,333,316,53,97,163,56,75,241,63,253
Ado_MESSENGERS.DONPEDRO.1,5,1,2,8,7,9,0,14,6,1,8,1,2,26,6,2,30,17,15,16,16,15,2,4,6,5,3,12,4,11
Ado_MESSENGERS.LEONATO.1,119,6,16,64,54,108,20,187,37,29,57,15,22,253,114,48,319,134,233,191,176,178,21,57,84,37,44,134,31,147
Ado_MUSICIANS,26,1,5,12,11,25,1,43,6,9,8,5,8,61,19,8,72,28,52,46,34,33,7,10,16,7,7,26,9,24
Ado_Margaret,244,4,69,163,136,280,24,436,99,51,140,81,65,589,307,104,792,368,528,479,417,404,73,115,196,93,76,328,76,328
Ado_Sexton,63,1,15,40,36,66,3,109,29,10,37,16,17,150,71,33,188,91,130,123,98,107,4,31,51,25,22,85,18,89
Ado_Ursula,158,12,49,103,87,188,21,293,85,35,86,48,29,402,195,73,524,239,358,311,286,316,29,89,152,75,79,237,70,246
Ado_Verges,93,2,16,61,32,100,9,169,25,14,44,23,20,189,115,50,254,109,195,167,137,155,18,42,94,19,31,124,21,134
Ado_WATCHMEN.1,54,4,12,42,26,48,9,91,24,11,31,8,12,137,49,22,164,80,106,91,95,92,12,28,47,17,18,74,17,75
Ado_WATCHMEN.2,10,0,6,6,6,11,1,21,1,1,10,2,3,25,14,5,34,18,21,21,18,23,2,8,11,4,8,15,5,18
Ado_WATCHMEN.Seacoal,61,5,12,33,25,53,11,100,14,12,30,9,13,110,79,25,164,70,119,99,90,88,7,26,44,18,21,67,10,78
Ant_ATTENDANTS.ANTONY,1,0,1,1,1,1,0,3,0,1,1,0,0,3,2,0,5,3,2,2,3,3,0,0,2,1,1,2,0,3
Ant_ATTENDANTS.CAESAR,7,0,3,1,3,0,0,4,3,1,4,0,2,11,3,4,10,7,7,9,5,10,3,4,5,1,4,6,3,7
Ant_Agrippa,208,10,40,100,97,233,30,370,68,34,111,43,32,429,259,112,576,237,451,386,302,350,31,114,172,64,118,232,85,265
Ant_Alexas,119,5,24,59,44,113,21,185,43,18,58,20,19,218,146,61,303,127,237,200,164,171,18,38,93,40,42,129,33,138
Ant_Ambassador,78,2,5,30,26,53,12,102,17,15,21,12,15,118,76,36,158,61,133,110,84,92,12,31,46,15,29,63,17,75
Ant_Antony,3103,83,587,1716,1337,3162,327,4963,969,652,1712,653,712,6320,3668,1412,8576,3640,6348,5480,4508,4515,774,1263,2345,907,1096,3419,864,3651
Ant_Boy,17,0,4,9,9,24,1,22,4,3,13,12,8,43,20,5,58,22,41,29,34,21,5,8,11,2,4,17,2,19
Ant_CAPTAINS,4,1,2,4,5,10,0,16,0,0,3,5,2,20,6,2,24,11,15,14,12,12,0,8,3,1,3,9,4,8
Ant_CAPTAINS.0.1,7,2,2,7,7,12,0,21,1,1,5,6,3,30,7,3,34,16,21,19,18,19,0,11,6,2,4,15,6,13
Ant_Canidius,98,5,15,51,46,83,14,155,25,20,52,18,14,192,106,50,248,112,186,157,141,130,22,39,64,27,35,95,23,107
Ant_Charmian,324,15,73,236,140,318,40,533,101,73,216,77,66,715,391,145,961,449,657,565,541,510,64,134,285,91,122,388,88,422
Ant_Cleopatra,2433,69,412,1482,1022,2411,264,3898,711,467,1386,534,569,5055,2774,1133,6696,2916,4913,4270,3559,3577,576,1035,1940,602,840,2737,599,2978
Ant_Countryman,131,0,34,72,41,123,9,173,41,36,80,24,38,284,117,48,353,147,254,217,184,213,26,69,100,44,38,175,39,174
Ant_Demetrius,23,0,3,7,8,18,4,27,5,4,13,2,4,34,25,11,48,18,41,32,27,29,5,9,13,7,9,20,6,23
Ant_Diomedes,71,0,16,38,32,73,14,108,32,9,42,13,12,137,93,36,194,86,144,127,103,93,15,23,49,21,25,68,21,72
Ant_Dolabella,161,5,39,100,74,139,23,247,74,25,90,27,32,344,174,81,437,213,305,278,240,248,33,65,128,55,75,173,63,185
Ant_Egyptian,29,1,4,15,7,17,2,33,13,6,10,4,5,41,32,16,57,26,47,38,35,32,3,12,16,4,10,22,6,26
Ant_Enobarbus,1399,32,268,730,556,1272,166,2100,440,310,677,259,305,2670,1587,618,3639,1554,2703,2333,1924,2059,230,633,1072,354,539,1520,385,1674
Ant_Eros,170,3,24,92,84,148,27,240,62,30,95,27,40,336,185,73,448,200,321,287,234,224,28,75,109,40,65,159,50,174
