play,character,x,y
2H6,Sawyer,5.79194257,5.4910794
2H6,MURDERERS.0.1,11.99373041,-5.44413538
2H6,CITIZENS.STALBANS.0.1,-4.94878072,-6.84167551
2H6,Jourdain,-11.88295145,8.27922635
2H6,MESSENGERS.X.1,3.79843189,9.60297722
2H6,NEIGHBORS.1,-10.20893709,-7.5412752
2H6,CITIZENS,8.7960179,-10.90898264
2H6,Clerk,-6.31867192,15.75718492
2H6,HERALDS.X.1,-7.75312618,-0.0172681
2H6,MURDERERS.0.2,-14.86077839,6.91680739
2H6,MayorOfStAlbans,14.00793356,6.60896179
2H6,NEIGHBORS.3,3.52562994,-14.48135
2H6,PRENTICES.2,-2.15518992,12.89367896
2H6,SERVANTS.GLOUCESTER.0.1,15.19819407,3.38835397
2H6,Beadle,28.81678451,-20.24864121
2H6,GENTLEMEN.2,3.17075453,14.38763543
2H6,Mate,26.68616558,-8.21920388
2H6,PRENTICES.1,7.44954315,17.58942204
2H6,Master,23.59020336,-11.29771495
2H6,EdwardIV,-3.6896129,-33.74229756
2H6,NEIGHBORS.2,-11.75042637,-20.04999672
2H6,PETITIONERS,-20.51819572,-16.14180735
2H6,SOLDIERS.1,19.74540593,-54.70815377
3H6,EdwardIV,-0.50811589,-0.25091539
3H6,Warwick,-0.32464814,-0.36270566
3H6,RichardIII,-0.3023885 -,0.3319032
3H6,HenryVI,-0.34687872,-0.02736559
3H6,QueenMargaret,-0.08898625,-0.1609414
3H6,York,-0.76795756,-0.57945843
3H6,Clifford,0.12337593,-0.30779534
3H6,Clarence,-0.33144855,0.24905242
3H6,QueenElizabeth,0.7723216,0.68506143
3H6,KingLewis,0.71955003,0.55546156
3H6,PrinceEdward,0.9873701,0.83688853
3H6,Oxford,0.56650779,-0.61015242
3H6,Somerset,1.19865155,0.22713254
3H6,Northumberland,-0.89595654,1.44066999
3H6,MESSENGERS.Post,2.24694801,0.35173724
3H6,Father,1.07245431,2.3379156
3H6,Rutland,1.05932815,-0.65024898
3H6,Son,2.74493443,1.47873657
3H6,MESSENGERS.X.2,-1.59582092,-1.9400974
3H6,Hastings,0.15403455,-0.08697117
3H6,GAMEKEEPERS.1,-1.26876836,-2.71341704
3H6,Exeter,3.37084088,-0.20094986
3H6,GAMEKEEPERS.2,-4.93780677,0.19660449
3H6,Montgomery,2.37071214,-2.25192713
3H6,Montague,-2.69656137,-0.44384308
3H6,Westmorland,-0.62897548,-3.02996889
3H6,WATCHMEN.3,-7.39580639,0.73389814
3H6,LadyBona,3.35980254,0.11771579
3H6,WATCHMEN.1,-0.83449187,3.28281367
3H6,Rivers,-5.83277562,-3.81261283
3H6,MayorOfYork,6.76595568,-3.88367727
3H6,WATCHMEN.2,1.52293273,4.11716321
3H6,MESSENGERS.X.4,3.3007354,-6.54025116
3H6,Somerville,6.52429765,2.82956116
3H6,MESSENGERS.X.1,8.91597648,-0.38811045
3H6,Norfolk,-1.47951253,-11.76711285
3H6,MESSENGERS.X.3,-0.50592089,-11.68226126
3H6,Tutor,-1.00988194,-7.79490455
3H6,SOLDIERS.YORK.0.1,7.95176515,-15.9571894
3H6,Lieutenant,-5.83401035,-11.46913938
3H6,Huntsman,11.08478293,2.99593594
3H6,ATTENDANTS.EDWARD.1,13.71079364,6.11082047
3H6,MESSENGERS.X.5,21.79653759,11.00118319
3H6,JohnMortimer,-2.53064745,-27.13498236
3H6,MESSENGERS.2,-22.78502714,15.90932599
3H6,MESSENGERS.1,11.28164058,17.22787852
3H6,ALDERMEN,29.37560357,-18.67319387
3H6,SOLDIERS.MONTGOMERY,29.37560357,-18.67319387
3H6,SOLDIERS.YORK,29.37560357,-18.67319387
H8,HenryVIII,-0.84612129,-0.11082633
H8,Wolsey,-0.83756544,-0.42202914
H8,Katherine,-0.31282646,-0.17784555
H8,Buckingham,-0.58263426,-0.57271427
H8,Norfolk,-1.30884642,-0.26157045
H8,Chamberlain,0.00798219,-0.05117216
H8,Cranmer,-1.1711834 -,0.7244954
H8,GENTLEMEN.1,-1.77601209,-0.37226743
H8,Gardiner,-1.32783304,0.20677376
H8,Suffolk,-0.08739391,-0.62279154
H8,GENTLEMEN.2,-1.95069723,-0.77937591
H8,Surrey,-0.91252208,-1.18122625
H8,OldLady,-0.18442525,0.29024266
H8,Lovell,-0.7829974,-0.81634006
H8,Surveyor,-1.76242237,-0.12665933
H8,GENTLEMEN.3,-0.66468917,-1.54594021
H8,Griffith,-1.39515977,0.72454871
H8,Campeius,0.11804084,0.11585173
H8,Anne,0.1607398,0.71861582
H8,SERVANTS.PORTER.1,-0.83087254,-0.32020408
H8,Sands,0.98168995,-1.10165475
H8,Cromwell,-0.06942168,0.59322135
H8,Porter,0.25187652,-1.98687813
H8,Prologue,-1.91883791,-0.79532024
H8,Chancellor,0.61929783,0.18809474
H8,Epilogue,1.15228391,0.4374284
H8,Abergavenny,-2.96226818,-1.15890206
H8,Brandon,-5.40626598,0.48485828
H8,LADIES.KATHERINE.0.1,3.180511,0.34238436
H8,Guilford,3.07249364,-1.07483654
H8,Capuchius,-0.02946772,-2.25833196
H8,Butts,4.08243968,-1.60286051
H8,BishopOfLincoln,-3.94959689,-1.22512924
H8,Keeper,9.38004989,4.20272294
H8,LADIES.KATHERINE.Patience,2.79371585,-11.14689086
H8,Messenger,5.11864363,4.1926535
H8,Sergeant,-6.44312645,-5.27294349
H8,Crier,-11.97119686,-11.54040607
H8,SERVANTS.X.1,2.69452762,-8.106876
H8,Vaux,-9.33473682,-2.99518638
H8,Denny,12.93087164,-2.83501841
H8,Garter,-4.53911609,-9.7684547
H8,GENTLEMEN.X,5.55550497,-7.42478519
H8,Scribe,-10.61679939,-9.04206857
H8,SERVANTS.LARDER.1,17.24427749,21.16578439
H8,SECRETARIES.0.1,32.46375874,23.48062631
H8,Usher,27.08058663,-24.14746007
H8,Page,-23.16341414,18.99020981
JC,Brutus,-0.89832497,0.01058695
JC,Cassius,-0.93477414,0.13219217
JC,Antony,-0.94297871,0.15370804
JC,Caesar,-0.88599434,0.47479623
JC,Casca,-1.07942982,0.30897759
JC,Portia,-1.61677583,0.66945501
JC,Octavius,-1.55089834,0.27783709
JC,Decius,-0.33035059,1.22174615
JC,SOLDIERS.BRUTUS.Messala,-1.5497031,1.5142312
JC,SOLDIERS.BRUTUS.Titinius,1.65485784,0.69060962
JC,Marullus,-2.95624085,2.07922133
JC,PLEBEIANS.0.2,-0.05735776,4.2398949
JC,PLEBEIANS.0.1,-4.39996067,-0.47534341
JC,PLEBEIANS.0.4,-1.56698239,2.44041045
JC,PLEBEIANS.0.3,-3.51849174,0.91407412
JC,Flavius,-1.60238651,-1.30943594
JC,Lucius,2.64029005,0.20657353
JC,Calphurnia,0.56520419,-0.97982411
JC,SOLDIERS.BRUTUS.Lucilius,-1.61659948,-0.35157145
JC,Artemidorus,-2.74892115,2.39786804
JC,COMMONERS.Cobbler,-1.58770182,3.59257227
JC,Soothsayer,-1.6130979,3.80190248
JC,Cinna,-1.43703583,2.67426392
JC,Metellus,0.63571937,1.63095852
JC,Pindarus,2.62523073,3.54766243
JC,SERVANTS.ANTONY.1,-1.47064526,-2.520439
JC,Ligarius,-3.84731832,-0.28328732
JC,CinnaPoet,4.68260723,0.74682823
JC,PLEBEIANS,-7.42577985,-0.01152936
JC,SOLDIERS.BRUTUS.Clitus,8.14572523,-1.47331501
JC,Cicero,-2.76724828,1.07311456
JC,SERVANTS.OCTAVIUS.1,3.58951876,2.00690196
JC,Trebonius,3.81527537,5.4680661
JC,SOLDIERS.BRUTUS.Strato,5.2130853,-0.89044227
JC,Poet,-3.11382714,5.50351851
JC,SOLDIERS.BRUTUS.Cato,-4.77393442,-3.42883196
JC,SERVANTS.CAESAR.1,5.13281049,-3.28470468
JC,SOLDIERS.BRUTUS.Varro,18.96762089,-4.52493547
JC,SOLDIERS.ANTONY.0.1,-0.66279281,-7.48809515
JC,Messenger,-6.45298864,-7.21120055
JC,Lepidus,-10.48671843,1.16871969
JC,SOLDIERS.BRUTUS.Volumnius,15.42084601,2.35107035
JC,SOLDIERS.BRUTUS.Claudius,29.0649483,-5.76132471
JC,SOLDIERS.BRUTUS.Dardanus,12.50473148,-22.49311553
JC,Popilius,21.39036603,14.46387698
JC,SOLDIERS.ANTONY.0.2,-10.80136766,10.64609244
JC,Publius,27.8449026,21.95037242
JC,COMMONERS.Carpenter,-27.77400209,-3.24585411
JC,SOLDIERS.BRUTUS.0.1,-29.17233538,20.54719985
JC,SOLDIERS.BRUTUS.0.2,-29.17233538,20.54719985
JC,SOLDIERS.BRUTUS.0.3,-29.17233538,20.54719985
Jn,Bastard,-0.88160923,-0.38927632
Jn,KingJohn,-0.83556819,-0.52549581
Jn,Constance,-0.50065543,-0.19021914
Jn,KingPhilip,-1.15164879,-0.85991173
Jn,Pandulph,-1.94318767,-0.47378216
Jn,Salisbury,-1.28631167,-0.68982357
Jn,Dauphin,-0.80104437,-0.48186233
Jn,Hubert,-0.65439221,-0.06640172
Jn,Arthur,-0.65666012,0.66733092
Jn,Pembroke,-1.40081039,-0.83475074
Jn,CITIZENS.0.1,-1.74307827,0.01571691
Jn,QueenEleanor,-1.86832154,-1.51831833
Jn,Blanche,-0.50622596,1.2431924
Jn,Melun,-0.24519187,-1.58481472
Jn,Chatillion,-0.67749537,-1.01453407
Jn,Austria,-1.37899171,-1.68613458
Jn,PrinceHenry,-2.33060019,0.61615265
Jn,RobertFaulconbridge,-2.05817833,2.13385452
Jn,MESSENGERS.ENGLISH.1,2.10960047,-1.07784414
Jn,LadyFaulconbridge,-2.7445627,4.49248513
Jn,HERALDS.ENGLISH, 1.4168948 -,1.9789192
Jn,HERALDS.FRENCH,-0.18706777,-3.67986959
Jn,Bigot,-0.28760998,-3.84024874
Jn,MESSENGERS.FRENCH.1,3.68709914,-4.03100299
Jn,Essex,-8.90163288,-0.64472587
Jn,EXECUTIONERS.0.1,11.19351598,-2.76782512
Jn,Peter,-25.79355579,10.05942031
Jn,Gurney,21.51389853,-37.40148172
Lr,Lear,-0.79869936,0.16336025
Lr,Edgar,-0.59053992,-0.07128422
Lr,Kent,-0.72775548,0.04389105
Lr,Gloucester,-0.61770158,-0.19505113
Lr,Edmund,-1.3519615,-0.27356977
Lr,Fool,-1.24720653,0.48289583
Lr,Goneril,-0.99623641,0.29701286
Lr,Regan,-0.90808244,0.88512384
Lr,Albany,-0.82581316,0.24531319
Lr,Cordelia,-0.24907527,0.52307325
Lr,Cornwall,-0.52372533,0.75517256
Lr,Oswald,1.17194645,0.88183213
Lr,France,-2.06781838,0.32370547
Lr,ATTENDANTS.X.4,-1.75147547,1.89517701
Lr,ATTENDANTS.CORDELIA.1,-1.84499124,0.20320992
Lr,Doctor,0.56584816,3.79066637
Lr,ATTENDANTS.X.3,-2.27933693,-3.102948
Lr,MESSENGERS.X.1,1.66906574,0.45876861
Lr,ATTENDANTS.LEAR.0.3,-2.15409573,1.33497638
Lr,Curan,-2.47443506,-4.87769328
Lr,SERVANTS.0.1,0.94240332,5.43452754
Lr,Burgundy,-3.0726921,-3.29850235
Lr,Herald,-2.61895048,-2.42738653
Lr,OldMan,3.17032521,4.71660175
Lr,SERVANTS.0.3,-1.61141737,-6.3539855
Lr,SERVANTS.0.2,-1.40489181,-8.61187009
Lr,ATTENDANTS.ALBANY,4.93575965,8.49574413
Lr,ATTENDANTS.X.2,-6.58593184,-2.03045566
Lr,SOLDIERS.CAPTAINS.1,17.38720803,3.20169587
Lr,MESSENGERS.X.2,16.93387343,-16.25911451
Lr,MESSENGERS.X.3,30.06384149,-15.44201793
Lr,ATTENDANTS.X.1,38.23721426,-0.18612647
Lr,SOLDIERS.CAPTAINS.2,-23.01527709,-1.8889151
LLL,Berowne,-0.91580848,-0.02088812
LLL,King,-0.85708335,0.08162431
LLL,Princess,-0.46876586,0.11222181
LLL,Boyet,-0.60578256,0.15032185
LLL,Armado,-1.46151584,-0.67347729
LLL,Costard,-1.36476742,0.35803708
LLL,Rosaline,-1.09549359,0.51712243
LLL,Holofernes,-2.37890964,-1.33196806
LLL,Boy,-1.39029614,-0.05628542
LLL,Dumaine,0.11017996,-0.73666647
LLL,Nathaniel,-1.27517067,-0.36566348
LLL,Longaville,-0.54221968,0.2856451
LLL,Katherine,0.38586775,-0.6455327
LLL,Maria,-0.02128691,1.10168373
LLL,Dull,-2.29553064,-1.66871838
LLL,Winter,0.61466477,-5.9200352
LLL,Jaquenetta,2.63416992,5.00524377
LLL,Spring,3.14622438,-7.85763218
LLL,Forester,-7.01537891,3.66582406
LLL,Marcade,9.60832577,1.23788352
LLL,LORDS.0,17.53294423,-11.2848164
Mac,Macbeth,-1.08865437,-0.39750952
Mac,LadyMacbeth,-1.12849133,-0.13697974
Mac,Malcolm,-1.00201685,-0.44615771
Mac,Macduff,-1.0044072,-0.27819153
Mac,Ross,-1.0161426,-0.46965263
Mac,Banquo,-1.53287978,0.10318975
Mac,Lennox,-0.43701218,-0.17484376
Mac,Duncan,-2.31428874,-0.05134013
Mac,WITCHES.1,-1.51933343,-2.32090233
Mac,Porter,-2.31404417,2.76865629
Mac,LadyMacduff,-1.98785178,-2.22126255
Mac,Doctor2,-0.45900515,0.40806226
Mac,Hecate,0.70878809,-2.28035928
Mac,WITCHES.3,-2.32378063,-5.94450395
Mac,WITCHES.2,-3.45411929,-7.80387793
Mac,SOLDIERS.Captain,-0.93394032,-1.4519426
Mac,Siward,-1.54173755,-0.89918675
Mac,Gentlewoman,-3.72672903,2.36551654
Mac,MURDERERS.1,-1.24208058,1.14400116
Mac,Lord,-1.395933,-1.88879864
Mac,MacduffsSon,1.70116485,-2.86326776
Mac,Angus,-3.33451428,-1.02235082
Mac,MURDERERS.2,-0.96143395,2.00311358
Mac,OldMan,-1.90029902,-3.18401344
Mac,MESSENGERS.2,-0.91799884,6.07149486
Mac,Caithness,-0.89868633,-4.13463202
Mac,Menteith,-0.30285937,-4.96624675
Mac,MESSENGERS.3,4.03531469,3.35149891
Mac,Donalbain,-1.11923223,-3.36418736
Mac,YoungSiward,-7.9702015,-1.64531431
Mac,MURDERERS.3,1.52119954,-4.74685672
Mac,MESSENGERS.1,5.14896243,-1.79645854
Mac,Doctor1,-7.94063359,1.87492947
Mac,SPIRITS.3,2.10205452,9.46749941
Mac,Seyton,8.071924,-3.89367696
Mac,SPIRITS.2,-3.75935308,-17.52051967
Mac,ATTENDANTS,1.1656779,-9.40427411
Mac,Fleance,-15.64235014,8.07077101
Mac,MURDERERS.0.1,5.09038296,18.62593178
Mac,SPIRITS.1,-9.02717383,-24.42399953
Mac,SERVANTS.X.4,16.45894786,-8.44912629
Mac,SERVANTS.X.3,-14.85101867,-5.76613046
Mac,SERVANTS.X.2,13.58770061,-14.52172643
Mac,SOLDIERS.MALCOLM.0.1,-10.41387106,-14.65159289
Mac,SOLDIERS.MALCOLM,-13.17529015,-21.42685793
MM,Duke,-0.96606016,0.05584007
MM,Isabella,-1.02412252,0.06259836
MM,Angelo,-1.16058183,0.37019468
MM,Lucio,-0.5090509,-0.07993643
MM,Escalus,-1.38182805,0.34041918
MM,Pompey,-0.61601638,0.60492688
MM,Provost,-0.11661727,-0.48127946
MM,Claudio,-1.64099324,-0.3057111
MM,Elbow,-0.13354004,0.57129412
MM,Mariana,1.85441457,-0.66903237
MM,FriarPeter,-0.17597206,0.33511101
MM,Bawd,-1.01113998,-2.70264223
MM,GENTLEMEN.1,-2.34790383,-2.09786903
MM,Abhorson,2.6500519,6.31724778
MM,Barnardine,-0.22949284,5.01339712
MM,Nun,-7.54611962,3.8874857
MM,Juliet,-0.49029288,-2.65570177
MM,GENTLEMEN.2,-3.36090238,5.10144895
MM,Froth,3.21992047,7.92339063
MM,Boy,-2.92960502,-5.5636155
MM,Messenger,-3.94637601,6.97755028
MM,FriarThomas,7.95393806,-0.23534439
MM,SERVANTS.1,-8.4339095,4.669593
MM,Justice,5.77613848,-13.63202842
MV,Portia,-0.80599407,-0.23804349
MV,Shylock,-1.03538267,-0.22615072
MV,Bassanio,-0.75508899,-0.25833892
MV,LanceletGobbo,-0.98465381,0.04382804
MV,Antonio,-0.61158641,-0.03367008
MV,Gratiano,-0.76457757,-0.27270101
MV,Lorenzo,-1.01041824,-0.46976974
MV,Morocco,-0.5472981,-0.53559783
MV,Salarino,-1.34798639,0.20686705
MV,Nerissa,-0.46181531,-0.30959578
MV,Jessica,-0.63445717,-0.38775916
MV,Duke,-2.02348817,-0.20609678
MV,Solanio,-1.33555999,-0.64041093
MV,Arragon,-1.75285412,-0.21511923
MV,OldGobbo,-0.72739397,1.95359016
MV,Salerio,-0.62243561,-1.66966112
MV,Tubal,-5.18716179,-0.2611529
MV,Messenger,-0.54776091,-2.04440859
MV,ATTENDANTS.PORTIA.Stephano,4.79810898,1.69766273
MV,MUSICIANS,11.36768627,-4.93377221
MV,SERVANTS.1,4.64856926,-2.94696511
MV,SERVANTS.2,-9.71817771,10.70395078
MV,ATTENDANTS.BASSANIO.Leonardo,1.77573137,15.5975586
MV,ATTENDANTS.PORTIA.Balthazar,-7.17436468,-12.62252048
Wiv,Falstaff,-1.08953929,-0.13173973
Wiv,MasterFord,-1.14463699,0.47777988
Wiv,MistressPage,-1.28387879,0.14939571
Wiv,MistressQuickly,-1.19292512,0.05096645
Wiv,HughEvans,-0.3430481,-0.87474222
Wiv,MistressFord,-1.22125258,0.46687251
Wiv,Slender,-1.46378064,0.33914744
Wiv,MasterPage,-1.92096437,1.40011565
Wiv,Shallow,-0.51742904,1.08454766
Wiv,Host,0.45529522,1.22147741
Wiv,DoctorCaius,3.4676985,4.47368742
Wiv,Fenton,-1.44859071,0.73157075
Wiv,Pistol,-0.51709953,-1.01841702
Wiv,Simple,-3.04637298,1.47985954
Wiv,Nym,0.62963081,1.48806534
Wiv,AnnePage,-2.00587871,2.63345174
Wiv,Bardolph,0.41597994,-0.53703492
Wiv,Robin,2.24634246,1.69877483
Wiv,BOYS,-4.2579038,-5.09322493
Wiv,Rugby,0.24022366,10.65934744
Wiv,WilliamPage,-7.71980056,-9.58186965
Wiv,Robert,-10.88233867,-8.45317256
Wiv,John,-18.45617155,-0.59502062
MND,Bottom,-0.44167536,0.13926483
MND,Helena,-0.38520654,0.34754646
MND,Theseus,-1.28340509,-0.90642166
MND,Oberon,-1.17636682,-0.68855267
MND,Lysander,-0.34134935,-0.04359567
MND,RobinGoodfellow,-0.30612616,-0.78337081
MND,Hermia,-0.43526228,0.91267728
MND,Titania,-0.89929317,-0.94086994
MND,Demetrius,-0.06828443,0.29556046
MND,Quince,-1.5425835,0.31880277
MND,Flute,0.21204532,0.50250997
MND,Egeus,0.19338575,-0.74911014
MND,Hippolyta,-1.86340806,-1.58045799
MND,FAIRIES.TITANIA.1,2.51985994,-0.49731844
MND,Philostrate,1.2404012,0.77651725
MND,Snout,-2.24916243,-1.82038949
MND,Snug,1.56147924,-0.1372531
MND,FAIRIES.TITANIA.0.1,0.05838295,-6.6754606
MND,Starveling,-3.67473267,2.42321449
MND,FAIRIES.TITANIA.0.2,-0.13052424,-13.1182849
MND,FAIRIES.TITANIA,3.17339002,-14.4348902
MND,FAIRIES.TITANIA.Mustardseed,21.92395503,-1.18129976
MND,FAIRIES.TITANIA.Cobweb,30.24351487,4.35309379
MND,FAIRIES.TITANIA.Peaseblossom,29.66996758,6.16099773
MND,FAIRIES.TITANIA.Mote,19.83916748,-23.12373094
Ado,Benedick,-0.76347372,-0.04316191
Ado,Leonato,-0.38179725,0.27819622
Ado,DonPedro,-1.09780067,-0.21503218
Ado,Beatrice,-0.86298511,-0.25221839
Ado,Claudio,-0.71479435,0.27128414
Ado,Dogberry,-1.09045472,0.34682803
Ado,Borachio,-0.98967869,-0.24386607
Ado,Hero,-0.86547626,-0.78594854
Ado,DonJohn,-0.89250882,0.64169708
Ado,FriarFrancis,-1.33217578,-0.63328296
Ado,Margaret,-1.48969677,-0.46177362
Ado,LeonatosBrother,-1.62220567,-0.68614085
Ado,Ursula,-0.06276378,-1.64965235
Ado,Conrade,-3.61724528,0.53334017
Ado,MESSENGERS.LEONATO.1,-0.97634449,-1.67786148
Ado,Verges,-3.29333471,0.93020005
Ado,Balthasar,-4.6728104,2.47257577
Ado,Sexton,-3.22272009,-0.7666344
Ado,WATCHMEN.Seacoal,-3.82521969,1.20071515
Ado,WATCHMEN.1,3.18264861,-1.31856478
Ado,MUSICIANS,-1.57852779,-4.98343386
Ado,WATCHMEN.2,-11.93540961,-5.39646604
Ado,Antonio,-18.2171826,15.38986015
Ado,MESSENGERS.DONPEDRO.1,9.84849732,-0.06451321
Ado,Boy,29.75645598,14.16338825
Ado,ATTENDANTS.0.1,31.39150399,-0.16396186
Oth,Iago,-1.02068727,0.06187562
Oth,Othello,-1.2801788,-0.02773325
Oth,Desdemona,0.17619868,0.11121606
Oth,Cassio,-1.32756458,-0.24278927
Oth,Emilia,-0.30616983,-0.01493639
Oth,Brabantio,-0.9927289,-0.04754009
Oth,Roderigo,-1.33196346,0.6779106
Oth,Lodovico,-1.19641215,-0.33225047
Oth,Duke,-2.02486596,0.06014922
Oth,Montano,-2.16255705,-0.09049372
Oth,Bianca,-3.22006547,1.36339922
Oth,Clown,-0.66359395,2.50399438
Oth,SENATORS.0.1,-3.40147752,-0.38687067
Oth,Gratiano,-0.57929344,2.2079948
Oth,GENTLEMEN.3,-2.85606312,-2.61781352
Oth,Herald,-3.29760287,-4.53639605
Oth,GENTLEMEN.2,-3.35627635,-2.1689836
Oth,MESSENGERS.X.1,2.75297782,-2.41504213
Oth,SENATORS.0.2,-4.71612816,-1.01990199
Oth,OFFICERS.0.1,4.67692705,1.27921274
Oth,Sailor,-4.19235303,13.15990731
Oth,MUSICIANS.0.1,-2.31910611,21.03905985
Oth,GENTLEMEN.1,-11.15768093,-9.50378976
Oth,MESSENGERS.X.2,-9.73726103,-5.13468782
Oth,OFFICERS,-0.83793294,5.79319476
Oth,GENTLEMEN.0.1,-19.20079002,-11.68963216
Oth,SENATORS,36.36077864,27.09750052
Oth,GENTLEMEN,-22.19575821,-19.55210924
Per,Pericles,-0.59989905,0.16470627
Per,Gower,-0.92696584,0.08114596
Per,Marina,-0.09189597,0.41881105
Per,Simonides,-0.52437824,1.06659398
Per,Helicanus,-0.48659401,0.30969451
Per,Cleon,-1.3648148,-0.08305083
Per,Bawd,-2.2386907,-0.14731637
Per,Cerimon,-1.22622627,0.25972283
Per,Lysimachus,-0.14307085,-0.18387585
Per,Dionyza,-0.87188763,0.35552625
Per,Bolt,-1.77213059,-0.63531662
Per,Thaisa,-0.63557616,0.66679819
Per,Antiochus,-0.41348404,0.68390824
Per,FISHERMEN.1,0.4795242,-1.27313201
Per,FISHERMEN.2,-1.66913554,1.00274383
Per,Pander,-1.52642844,1.64124775
Per,Thaliard,0.61594072,-0.45434843
Per,FISHERMEN.3,-4.68540918,-1.55768069
Per,Leonine,1.16865004,1.34600093
Per,LORDS.TYRE.0.1,0.44172171,-1.18534052
Per,GENTLEMEN.EPHESUS.1,-0.81268568,-2.43595648
Per,GENTLEMEN.EPHESUS.2,3.80518991,3.59533564
Per,Lychorida,2.55986605,1.65513054
Per,Diana,4.39607727,-0.91849252
Per,SAILORS.1,0.64691472,-4.68467841
Per,LORDS.TYRE.0.2,-4.90906492,-2.49082411
Per,KNIGHTS.0.1,3.27050955,4.33686917
Per,LORDS.TARSUS.1,3.21842862,-4.01040075
Per,LORDS.PENTAPOLIS.0.1,-2.11276824,3.9172934
Per,SAILORS.TYRE.1,8.68378726,-1.22171542
Per,SAILORS.2,-6.05514592,-4.73447998
Per,GENTLEMEN.MYTILENE.1,-7.2871559,-10.91432462
Per,SERVANTS.CERIMON.0.1,-7.51278254,9.11008995
Per,GENTLEMEN.MYTILENE.2,7.58109163,-10.87837772
Per,KNIGHTS.0.2,4.855687,6.77665342
Per,KNIGHTS.0.3,8.43560859,3.16243517
Per,KNIGHTS,10.07900585,6.22818487
Per,LORDS.PENTAPOLIS.0.3,-12.21085282,2.06793672
Per,Daughter,-16.72972519,-11.62891763
Per,LORDS.MYTILENE.0.1,-24.03419986,-7.67585763
Per,SUPPLIANTS.1,-14.22738779,4.24249469
Per,LORDS.PENTAPOLIS.0.2,0.7105638,13.45110745
Per,SAILORS.MYTILENE.1,-9.47034629,17.82918117
Per,LORDS.TYRE.0.3,-12.33979647,-1.62534948
Per,CITIZENS.TARSUS,16.53450565,6.21866902
Per,PIRATES.0.3,-8.90189394,-12.39222889
Per,PIRATES.0.1,-20.36220644,6.58868857
Per,LORDS.TYRE.Escanes,-2.7267112,27.21402791
Per,MESSENGERS.ANTIOCH.1,26.11891705,-1.60811343
Per,Marshal,21.04985062,27.62581599
Per,GENTLEMEN.TYRE.0.1,52.41091393,-7.59163576
Per,PIRATES.0.2,42.12222805,9.81588516
Per,Philemon,44.08003416,-13.42680811
Per,LORDS.TYRE,-7.54534761,-40.37602963
R2,RichardII,-0.79963704,-0.31585462
R2,HenryIV,-0.51951042,-0.58979222
R2,York,-0.59206269,0.09995758
R2,Gaunt,-1.35918305,-0.03583152
R2,Northumberland,-0.42954008,-0.44542918
R2,Mowbray,-0.78149951,-0.517002
R2,Queen,-0.77342232,0.58293365
R2,DuchessOfYork,-0.60774414,1.01840177
R2,Aumerle,-0.04445622,0.92989883
R2,BishopOfCarlisle,-0.76753594,-0.97709769
R2,DuchessOfGloucester,-0.08939957,-1.01414328
R2,Gardener,0.14548869,-0.41306262
R2,Hotspur,-0.34146097,-1.43361119
R2,Scroop,-0.37520645,-1.03437699
R2,Bushy,0.41378984,0.85875856
R2,Green,0.60882536,-0.65039398
R2,Fitzwater,-1.53953558,2.91999561
R2,LordMarshal,-0.64551016,-2.0666022
R2,Exton,3.43944569,-0.78785433
R2,Ross,-0.24650751,1.5898267
R2,Bagot,0.90803914,0.42649089
R2,Salisbury,1.0422987,-1.04259805
R2,WelshCaptain,1.29096748,-2.82949234
R2,Willoughby,-2.76881858,-0.73894526
R2,Groom,-0.30418513,3.40799364
R2,Surrey,3.52011346,0.77497611
R2,AbbotOfWestminster,2.26671507,2.21871186
R2,SERVANTS.GARDENER.1,2.27976605,-5.05585629
R2,Berkeley,-4.81203019,3.4092561
R2,HERALDS.1,1.8520587,5.05283779
R2,HERALDS.2,-3.37591034,-5.05043658
R2,LORDS.1,-4.97528359,4.39959247
R2,SERVANTS.YORK.1,13.5096121,1.94407778
R2,Jailer,10.64519219,-0.45833169
R2,LADIES.0.1,12.71848746,-20.41017448
R2,SERVANTS.EXTON.0.1,28.19785356,25.45328021
R3,RichardIII,-0.63215333,-0.27083666
R3,Buckingham,-0.25593991,-0.46747469
R3,QueenElizabeth,-0.31782176,-0.09890815
R3,QueenMargaret,-0.45562764,-0.66985406
R3,Clarence,-0.39781135,-0.43042915
R3,LadyAnne,-0.24376019,-0.75926483
R3,Hastings,-0.13319895,0.03417022
R3,DuchessOfYork,-0.11516262,-0.64154257
R3,HenryVII,-0.41017851,-1.00334312
R3,Stanley,-0.15424231,-0.53191566
R3,EdwardIV,0.41740022,-0.05779568
R3,MURDERERS.1,-1.88103113,0.26301755
R3,MURDERERS.2,-1.70146794,0.3519274
R3,Catesby,1.87892122,-0.22391841
R3,EdwardV,0.25086662,-1.02761714
R3,York,0.64951525,0.33611832
R3,Rivers,0.44029331,-0.2164144
R3,Tyrrel,-0.89459609,-1.41180092
R3,CITIZENS.3,-0.41584539,1.21328033
R3,Brakenbury,-0.17213981,-0.72858386
R3,Ratcliffe,1.94745393,-1.14568211
R3,ClarencesBoy,1.79547145,-1.55939582
R3,Grey,1.03564659,-3.00314662
R3,Dorset,0.55203206,-1.73883555
R3,MESSENGERS.X.2,1.561125,1.07829501
R3,Scrivener,-2.45457338,2.37390612
R3,MayorOfLondon,5.37653776,1.51986631
