
AWW,parolles,-1.085336,-0.14970637,Male
AWW,king,-1.03878051,0.25454868,Male
AWW,lafew,-1.01843776,-0.2268507,Male
AWW,countess,-1.15825653,0.12014859,Female
AWW,bertram,-0.65212714,0.42359771,Male
AWW,diana,0.12349249,0.83578275,Female
AWW,widow,-0.11958099,0.22467884,Female
AWW,steward,-0.89087146,0.96176639,Male
AWW,mariana,-3.131346,-1.40534236,Female
AWW,duke,-1.29357574,-4.09977602,Male
AWW,epilogue,-6.94509471,1.13773903,Male
AWW,page,33.95782285,-1.73219232,Male
Ant,antony,-0.61161679,0.19193276,Male
Ant,cleopatra,-0.86880249,0.03095308,Female
Ant,enobarbus,-1.15408745,0.20633528,Male
Ant,pompey,-1.2952233,0.26469356,Male
Ant,charmian,-0.07507796,0.02298917,Female
Ant,menas,0.46643181,-0.16490285,Male
Ant,lepidus,-2.20162245,0.62282087,Male
Ant,agrippa,-0.20037139,0.7209259,Male
Ant,dolabella,0.01048431,1.35304365,Male
Ant,eros,1.04799306,0.00398905,Male
Ant,scarus,-1.50848588,-0.69023737,Male
Ant,maecenas,-2.65037159,0.91113788,Male
Ant,octavia,2.68216279,0.41765487,Female
Ant,ventidius,-2.20316627,-1.7621419,Male
Ant,proculeius,1.53597929,2.16248283,Male
Ant,soothsayer,-2.09356068,0.65189596,Male
Ant,alexas,0.11035684,1.73232264,Male
Ant,thidias,-1.43474296,1.83316444,Male
Ant,canidius,1.09008981,0.72579851,Male
Ant,iras,1.81615811,-0.35199228,Female
Ant,diomedes,0.18690035,2.45753,Male
Ant,philo,-3.68421042,-2.14671681,Male
Ant,mardian,-4.39997807,-2.51442628,Male
Ant,ambassador,-3.7547118,0.29092481,Male
Ant,silius,-3.59656146,0.21562042,Male
Ant,boy,2.20871346,-11.49912916,Male
Ant,egyptian,-4.47395524,2.62746521,Male
Ant,demetrius,-1.11392692,8.41675361,Male
Ant,varrius,-4.85373903,5.55944746,Male
Ant,seleucus,-4.34812093,8.41844753,Male
Ant,gallus,14.74188112,17.20604126,Male
Ant,taurus,42.09350613,-6.90608964,Male
AYL,rosalind,-0.72149963,-0.07950308,Female
AYL,touchstone,-0.95859063,-0.09016968,Male
AYL,orlando,-0.54472295,-0.16016306,Male
AYL,celia,-1.1756164,-0.10741356,Female
AYL,jaques,-0.99271198,-0.72629124,Male
AYL,oliver,-1.03040498,-0.37705302,Male
AYL,corin,-1.25386447,0.00459221,Male
AYL,silvius,-2.00220285,0.47635954,Male
AYL,adam,-0.30066964,1.14208194,Male
AYL,charles,0.32978862,-1.09791696,Male
AYL,audrey,-1.16186698,-3.12079046,Female
AYL,hymen,-2.54858426,3.02480904,Male
AYL,william,5.69515783,22.63628588,Male
AYL,dennis,12.84213147,11.30126392,Male
Err,adriana,-0.59655404,0.62238477,Female
Err,egeon,-0.9059352,-0.34834576,Male
Err,luciana,-0.44632839,0.23177715,Female
